"","DVDNumber","FocalID","PartnerID","Year","DayOfYear","TypeOfCare","BroodName","DVDRef.x","DVDRef.y","TapeLength","Protocol","Observer","BroodRef","Situation","Deaths","OffspringNo","Age","Wrong","DVDdate","DVDtime","Weather","Wind","Notes"
"3692","VM0437",5407,6461,2013,190,"Inc","M138",3766,3766,90,NA,"IW",1596,2,FALSE,1,5,FALSE,"9/7/2013","0/1/1900",0,1,""
"3693","VM0438",4873,4960,2013,192,"Inc","M151",3773,3773,90,NA,"IW",1609,2,FALSE,4,6,FALSE,"11/7/2013","0/1/1900",0,1,""
"3694","VM0439",4872,5675,2013,192,"Inc","M139",3774,3774,90,NA,"IW",1597,2,FALSE,5,7,FALSE,"11/7/2013","0/1/1900",0,1,""
"3695","VM0440",4723,4991,2013,192,"Inc","M140",3775,3775,90,NA,"IW",1598,2,FALSE,4,7,FALSE,"11/7/2013","0/1/1900",0,1,""
"3696","VM0441",5598,5359,2013,190,"Inc","M141",3767,3767,90,NA,"IW",1599,2,FALSE,2,5,FALSE,"9/7/2013","0/1/1900",0,1,""
"3697","VM0442",5140,4895,2013,192,"Inc","M145",3776,3776,90,NA,"IW",1603,2,FALSE,3,5,FALSE,"11/7/2013","0/1/1900",0,1,""
"3698","VM0443",6321,5517,2013,192,"Prov","M114",3777,3777,90,2,"AGO",1572,4,FALSE,3,10,FALSE,"11/7/2013","0/1/1900",0,1,""
"3699","VM0444",5214,4757,2013,190,"Inc","M143",3768,3768,84.40000153,NA,"IW",1601,2,FALSE,5,5,FALSE,"9/7/2013","0/1/1900",0,1,""
"3700","VM0445",4858,4745,2013,190,"Inc","M144",3769,3769,90,NA,"IW",1602,2,FALSE,5,5,FALSE,"9/7/2013","0/1/1900",0,1,""
"3701","VM0446",4059,4768,2013,192,"Inc","M152",3778,3778,90,NA,"IW",1610,2,FALSE,4,7,FALSE,"11/7/2013","0/1/1900",0,1,""
"3702","VM0447",6290,5393,2013,192,"Inc","M146",3779,3779,90,NA,"IW",1604,2,FALSE,4,5,FALSE,"11/7/2013","0/1/1900",0,1,""
"3703","VM0448",6638,5449,2013,191,"Inc","M129",3770,3770,NA,NA,"",1587,2,FALSE,3,11,FALSE,"10/7/2013","0/1/1900",0,1,""
"3704","VM0449",6638,5449,2013,191,"Inc","M130",3771,3771,90,NA,"IW",1588,2,FALSE,1,11,FALSE,"10/7/2013","0/1/1900",0,1,""
"3705","VM0450",4663,5424,2013,191,"Prov","M113",3772,3772,90,2,"AGO",1571,4,FALSE,5,10,FALSE,"10/7/2013","0/1/1900",0,1,""
"3706","VM0451",6500,6521,2013,192,"Inc","M142",3780,3780,90,NA,"IW",1600,2,FALSE,3,7,FALSE,"11/7/2013","0/1/1900",0,1,""
"3707","VM0452",6451,5048,2013,192,"Prov","M118",3976,3976,90,2,"IW",1576,4,FALSE,3,6,FALSE,"11/7/2013","0/1/1900",0,1,""
"3708","VM0453",5093,4682,2013,192,"Inc","M147",3781,3781,90,NA,"IW",1605,2,FALSE,4,5,FALSE,"11/7/2013","0/1/1900",0,1,""
"3709","VM0454",6643,6260,2013,193,"Prov","M116",3782,3782,NA,NA,"",1574,4,FALSE,3,8,FALSE,"12/7/2013","0/1/1900",0,1,"personality video"
"3710","VM0455",4967,5461,2013,195,"Prov","M123",3800,3800,49.40000153,2,"IW",1581,4,FALSE,2,6,FALSE,"14/7/2013","0/1/1900",0,0,""
"3711","VM0456",6643,6260,2013,195,"Prov","M116",3801,3801,90,2,"AGO",1574,4,FALSE,3,10,FALSE,"14/7/2013","0/1/1900",0,0,""
"3712","VM0457",5589,5616,2013,193,"Inc","M131",3783,3783,NA,NA,"",1589,2,FALSE,5,11,FALSE,"12/7/2013","0/1/1900",0,1,""
"3713","VM0458",6387,5202,2013,193,"Inc","M148",3784,3784,90,NA,"IW",1606,2,FALSE,4,5,FALSE,"12/7/2013","0/1/1900",0,1,""
"3714","VM0459",6460,6436,2013,193,"Inc","M149",3785,3785,90,NA,"IW",1607,2,FALSE,3,5,FALSE,"12/7/2013","0/1/1900",0,1,""
"3715","VM0460",6323,5623,2013,193,"Inc","M150",3786,3786,90,NA,"IW",1608,2,FALSE,4,5,FALSE,"12/7/2013","0/1/1900",0,1,""
"3716","VM0461",4963,6386,2013,193,"Prov","M121",3787,3787,90,2,"IW",1579,4,FALSE,3,6,FALSE,"12/7/2013","0/1/1900",0,1,""
"3717","VM0462",4975,6489,2013,194,"Prov","M122",3788,3788,90,2,"IW",1580,4,FALSE,4,6,FALSE,"13/7/2013","0/1/1900",0,0,""
"3718","VM0463",6530,NA,2013,194,"Prov","M120",3789,3789,90,2,"IW",1578,4,FALSE,2,6,FALSE,"13/7/2013","0/1/1900",0,0,""
"3719","VM0464",6317,5593,2013,194,"Inc","M153",3793,3793,90,NA,"IW",1611,2,FALSE,4,4,FALSE,"13/7/2013","0/1/1900",0,0,""
"3720","VM0465",6392,6280,2013,194,"Prov","M119",3790,3790,90,2,"IW",1577,4,FALSE,4,6,FALSE,"13/7/2013","0/1/1900",0,0,""
"3721","VM0466",6316,6344,2013,194,"Inc","M154",3794,3794,84.30000305,NA,"AFC",1612,2,FALSE,4,5,FALSE,"13/7/2013","0/1/1900",0,0,""
"3722","VM0467",6451,5048,2013,194,"Prov","M118",3791,3791,NA,NA,"",1576,4,FALSE,1,8,FALSE,"13/7/2013","0/1/1900",0,0,"personality video"
"3723","VM0468",5284,3764,2013,194,"Inc","M155",3795,3795,90,NA,"AFC",1613,2,FALSE,5,5,FALSE,"13/7/2013","0/1/1900",0,0,""
"3724","VM0469",5625,5195,2013,194,"Inc","M132",3792,3792,NA,NA,"",1590,2,FALSE,4,11,FALSE,"13/7/2013","0/1/1900",0,0,""
"3725","VM0470",6250,NA,2013,194,"Inc","M156",3796,3796,90,NA,"AFC",1614,2,FALSE,4,5,FALSE,"13/7/2013","0/1/1900",0,0,"can't see bird exit"
"3726","VM0471",6476,NA,2013,194,"Inc","M157",3799,3799,90,NA,"AFC",1615,2,FALSE,4,5,FALSE,"13/7/2013","0/1/1900",0,0,""
"3727","VM0473",6453,5468,2013,196,"Inc","M160",3807,3807,90,NA,"AFC",1618,2,FALSE,4,5,FALSE,"15/7/2013","0/1/1900",0,0,""
"3728","VM0474",6647,5253,2013,195,"Inc","M159",3802,3802,90,NA,"AFC",1617,2,FALSE,5,5,FALSE,"14/7/2013","0/1/1900",0,0,""
"3729","VM0475",4854,4929,2013,195,"Inc","M135",3803,3803,90,NA,"IW",1593,2,FALSE,5,11,FALSE,"14/7/2013","0/1/1900",0,0,""
"3730","VM0476",6374,6532,2013,195,"Inc","M136",3804,3804,90,NA,"IW",1594,2,FALSE,4,11,FALSE,"14/7/2013","0/1/1900",0,0,""
"3731","VM0477",6606,6493,2013,195,"Inc","M137",3806,3806,99,NA,"IW",1595,2,FALSE,5,11,FALSE,"14/7/2013","0/1/1900",0,0,""
"3732","VM0478",5407,6461,2013,196,"Inc","M138",3808,3808,NA,NA,"",1596,2,FALSE,2,11,FALSE,"15/7/2013","0/1/1900",0,0,""
"3733","VM0479",4975,6489,2013,196,"Prov","M122",3809,3809,NA,NA,"",1580,4,FALSE,2,8,FALSE,"15/7/2013","0/1/1900",0,0,"personality video"
"3734","VM0480",4872,5675,2013,196,"Inc","M139",3810,3810,NA,NA,"",1597,2,FALSE,5,11,FALSE,"15/7/2013","0/1/1900",0,0,""
"3735","VM0481",5598,5359,2013,196,"Inc","M141",3811,3811,90,NA,"IW",1599,2,FALSE,3,11,FALSE,"15/7/2013","0/1/1900",0,0,""
"3736","VM0482",4059,4768,2013,196,"Inc","M152",3812,3812,NA,NA,"",1610,2,FALSE,4,11,FALSE,"15/7/2013","0/1/1900",0,0,""
"3737","VM0483",6392,6280,2013,196,"Prov","M119",3813,3813,NA,NA,"",1577,4,FALSE,4,8,FALSE,"15/7/2013","0/1/1900",0,0,"personality video"
"3738","VM0484",6238,6240,2013,196,"Inc","M162",3814,3814,90,NA,"AFC",1620,2,FALSE,2,5,FALSE,"15/7/2013","0/1/1900",0,0,""
"3739","VM0485",5214,4757,2013,196,"Inc","M143",3815,3815,NA,NA,"",1601,2,FALSE,5,11,FALSE,"15/7/2013","0/1/1900",0,0,""
"3740","VM0486",6384,6509,2013,196,"Inc","M163",3816,3816,90,NA,"IW",1621,2,FALSE,4,5,FALSE,"15/7/2013","0/1/1900",0,0,""
"3741","VM0487",5294,4943,2013,196,"Inc","M164",3817,3817,90,NA,"IW",1622,2,FALSE,1,11,FALSE,"15/7/2013","0/1/1900",0,0,""
"3742","VM0488",6500,6521,2013,196,"Inc","M142",3818,3818,NA,NA,"",1600,2,FALSE,3,11,FALSE,"15/7/2013","0/1/1900",0,0,""
"3743","VM0489",4858,4745,2013,196,"Inc","M144",3819,3819,NA,NA,"",1602,2,FALSE,5,11,FALSE,"15/7/2013","0/1/1900",0,0,""
"3744","VM0490",6530,NA,2013,196,"Prov","M120",3820,3820,NA,NA,"",1578,4,FALSE,2,8,FALSE,"15/7/2013","0/1/1900",0,0,"personality video"
"3745","VM0491",4961,4960,2013,197,"Prov","M124",3821,3821,90,2,"IW",1582,4,FALSE,1,6,FALSE,"16/7/2013","0/1/1900",0,1,""
"3746","VM0492",4967,5461,2013,197,"Prov","M123",3822,3822,NA,NA,"",1581,4,FALSE,2,8,FALSE,"16/7/2013","0/1/1900",0,1,"personality video. Time changed from 8:44 to 6:13"
"3747","VM0493",6543,5222,2013,197,"Prov","M128",3823,3823,90,2,"IW",1586,4,FALSE,3,6,FALSE,"16/7/2013","0/1/1900",0,1,""
"3748","VM0494",4576,4682,2013,197,"Prov","M125",3824,3824,90,2,"IW",1583,4,FALSE,5,6,FALSE,"16/7/2013","0/1/1900",0,1,""
"3749","VM0495",4963,6386,2013,197,"Prov","M121",3825,3825,NA,NA,"",1579,4,FALSE,3,10,FALSE,"16/7/2013","0/1/1900",0,1,""
"3750","VM0496",4873,4960,2013,197,"Inc","M151",3826,3826,NA,NA,"",1609,2,FALSE,4,11,FALSE,"16/7/2013","0/1/1900",0,1,""
"3751","VM0497",4961,4960,2013,199,"Prov","M124",3838,3838,NA,NA,"",1582,4,FALSE,1,8,FALSE,"18/7/2013","0/1/1900",0,0,"personality video"
"3752","VM0498",4975,6489,2013,198,"Prov","M122",3828,3828,90,2,"AGO",1580,4,FALSE,2,10,FALSE,"17/7/2013","0/1/1900",0,0,""
"3753","VM0499",6530,NA,2013,198,"Prov","M120",3829,3829,75.30000305,2,"AGO",1578,4,FALSE,2,10,FALSE,"17/7/2013","0/1/1900",0,1,""
"3754","VM0500",5140,4895,2013,198,"Inc","M145",3831,3831,NA,NA,"",1603,2,FALSE,3,11,FALSE,"17/7/2013","0/1/1900",0,1,""
"3755","VM0501",6499,5489,2013,198,"Prov","M127",3832,3832,90,2,"IW",1585,4,FALSE,3,6,FALSE,"17/7/2013","0/1/1900",0,0,""
"3756","VM0502",5014,5489,2013,198,"Inc","M165",3833,3833,90,NA,"IW",1623,2,FALSE,4,5,FALSE,"17/7/2013","0/1/1900",0,0,""
"3757","VM0503",6290,5393,2013,198,"Inc","M146",3834,3834,90,NA,"IW",1604,2,FALSE,4,11,FALSE,"17/7/2013","0/1/1900",0,1,""
"3758","VM0504",6392,6280,2013,198,"Prov","M119",3835,3835,82.09999847,2,"AGO",1577,4,FALSE,4,10,FALSE,"17/7/2013","0/1/1900",0,1,""
"3759","VM0505",6420,NA,2013,198,"Inc","M166",3836,3836,90,NA,"IW",1624,2,FALSE,3,5,FALSE,"17/7/2013","0/1/1900",0,1,""
"3760","VM0506",4967,5461,2013,199,"Prov","M123",3839,3839,90,2,"AGO",1581,4,FALSE,2,10,FALSE,"18/7/2013","0/1/1900",0,1,""
"3761","VM0507",6526,6371,2013,199,"Inc","M167",3840,3840,90,NA,"IW",1625,2,FALSE,4,5,FALSE,"18/7/2013","0/1/1900",0,1,""
"3762","VM0508",6387,5202,2013,199,"Inc","M148",3841,3841,NA,NA,"",1606,2,FALSE,4,11,FALSE,"18/7/2013","0/1/1900",0,1,""
"3763","VM0509",6543,5222,2013,199,"Prov","M128",3842,3842,NA,NA,"",1586,4,FALSE,3,8,FALSE,"18/7/2013","0/1/1900",0,1,"personality video"
"3764","VM0510",6638,5449,2013,199,"Prov","M129",3843,3843,90,2,"IW",1587,4,FALSE,3,6,FALSE,"18/7/2013","0/1/1900",0,1,""
"3765","VM0511",6460,6436,2013,199,"Inc","M149",3844,3844,NA,NA,"",1607,2,FALSE,3,11,FALSE,"18/7/2013","0/1/1900",0,1,""
"3766","VM0512",6323,5623,2013,199,"Inc","M150",3845,3845,NA,NA,"",1608,2,FALSE,4,11,FALSE,"18/7/2013","0/1/1900",1,1,""
"3767","VM0513",4576,4682,2013,199,"Prov","M125",3846,3846,NA,NA,"",1583,4,FALSE,5,8,FALSE,"18/7/2013","0/1/1900",1,1,"20160303 Malika Ihle. Changed nr chicks from 4 to 5, 5 chicks alive at ringing. Personality video"
"3768","VM0514",6499,5489,2013,200,"Prov","M127",3848,3848,NA,NA,"",1585,4,FALSE,3,8,FALSE,"19/7/2013","0/1/1900",0,2,"Personality video"
"3769","VM0515",6316,6344,2013,200,"Inc","M154",3849,3849,90,NA,"IW",1612,2,FALSE,4,11,FALSE,"19/7/2013","0/1/1900",0,1,""
"3770","VM0516",5294,4943,2013,200,"Inc","M168",3855,3855,90,NA,"IW",1626,2,FALSE,4,5,FALSE,"19/7/2013","0/1/1900",0,1,""
"3771","VM0517",5284,3764,2013,200,"Inc","M155",3851,3851,NA,NA,"",1613,2,FALSE,5,11,FALSE,"19/7/2013","0/1/1900",0,1,""
"3772","VM0518",6647,5253,2013,200,"Inc","M159",3852,3852,NA,NA,"",1617,2,FALSE,5,10,FALSE,"19/7/2013","0/1/1900",0,1,""
"3773","VM0519",6476,NA,2013,200,"Inc","M157",3853,3853,NA,NA,"",1615,2,FALSE,4,11,FALSE,"19/7/2013","0/1/1900",0,1,""
"3774","VM0520",6250,NA,2013,200,"Inc","M156",3854,3854,NA,NA,"",1614,2,FALSE,4,11,FALSE,"19/7/2013","0/1/1900",0,1,""
"3775","VM0521",4961,4960,2013,201,"Prov","M124",3856,3856,90,2,"AGO",1582,4,FALSE,1,10,FALSE,"20/7/2013","0/1/1900",0,2,""
"3776","VM0522",6317,5593,2013,201,"Inc","M153",3857,3857,NA,NA,"",1611,2,FALSE,4,11,FALSE,"20/7/2013","0/1/1900",0,2,""
"3777","VM0523",6543,5222,2013,201,"Prov","M128",3858,3858,90,2,"AGO",1586,4,FALSE,3,10,FALSE,"20/7/2013","0/1/1900",0,1,""
"3778","VM0524",6638,5449,2013,201,"Prov","M129",3859,3859,NA,NA,"",1587,4,FALSE,2,8,FALSE,"20/7/2013","0/1/1900",0,1,"personality video"
"3779","VM0525",4944,4722,2013,201,"Inc","M169",3860,3860,90,NA,"IW",1627,2,FALSE,4,5,FALSE,"20/7/2013","0/1/1900",0,1,""
"3780","VM0526",4576,4682,2013,201,"Prov","M125",3861,3861,90,2,"AGO",1583,4,FALSE,5,10,FALSE,"20/7/2013","0/1/1900",0,2,"20160303 Malika Ihle. Changed nr chicks from 4 to 5, 5 chicks alive at ringing."
"3781","VM0527",6453,5468,2013,202,"Inc","M160",3862,3862,NA,NA,"",1618,2,FALSE,4,11,FALSE,"21/7/2013","0/1/1900",1,2,""
"3782","VM0528",6499,5489,2013,202,"Prov","M127",3863,3863,81.90000153,2,"AGO",1585,4,FALSE,3,10,FALSE,"21/7/2013","0/1/1900",1,2,""
"3783","VM0529",5589,5616,2013,202,"Prov","M131",3864,3864,90,2,"IW",1589,4,FALSE,3,6,FALSE,"21/7/2013","0/1/1900",1,2,""
"3784","VM0530",6238,6240,2013,202,"Inc","M162",3865,3865,NA,NA,"",1620,2,FALSE,2,11,FALSE,"21/7/2013","0/1/1900",1,2,""
"3785","VM0531",6384,6509,2013,202,"Inc","M163",3866,3866,NA,NA,"",1621,2,FALSE,4,11,FALSE,"21/7/2013","0/1/1900",1,2,""
"3786","VM0532",5625,5195,2013,202,"Inc","M132",3867,3867,90,NA,"IW",1590,2,FALSE,4,19,FALSE,"21/7/2013","0/1/1900",1,2,""
"3787","VM0533",6638,5449,2013,201,"Prov","M129",3868,3868,NA,NA,"",1587,4,FALSE,2,8,FALSE,"20/7/2013","0/1/1900",0,2,""
"3788","VM0534",6638,5449,2013,203,"Prov","M129",3869,3869,90,2,"AGO",1587,4,FALSE,2,10,FALSE,"22/7/2013","0/1/1900",1,2,""
"3789","VM0535",6370,5311,2013,203,"Prov","M133",3870,3870,90,2,"IW",1591,4,FALSE,4,6,FALSE,"22/7/2013","0/1/1900",1,1,""
"3790","VM0536",5014,5489,2013,204,"Inc","M165",3873,3873,NA,NA,"",1623,2,FALSE,4,11,FALSE,"23/7/2013","0/1/1900",1,2,""
"3791","VM0537",5589,5616,2013,204,"Prov","M131",3874,3874,NA,NA,"",1589,4,FALSE,3,8,FALSE,"23/7/2013","0/1/1900",1,2,"personality video"
"3792","VM0538",5625,5195,2013,204,"Prov","M132",3875,3875,NA,NA,"",1590,4,FALSE,4,8,FALSE,"23/7/2013","0/1/1900",1,1,"personality video"
"3793","VM0539",6420,NA,2013,204,"Inc","M166",3876,3876,98.40000153,NA,"IW",1624,2,FALSE,3,11,FALSE,"23/7/2013","0/1/1900",1,1,""
"3794","VM0540",4854,4929,2013,204,"Prov","M135",3877,3877,90,2,"IW",1593,4,FALSE,3,6,FALSE,"23/7/2013","0/1/1900",1,1,""
"3795","VM0541",6606,6493,2013,204,"Prov","M137",3878,3878,NA,NA,"",1595,4,FALSE,3,6,FALSE,"23/7/2013","0/1/1900",1,1,""
"3796","VM0542",6374,6532,2013,204,"Prov","M136",3879,3879,90,2,"IW",1594,4,FALSE,4,6,FALSE,"23/7/2013","0/1/1900",1,1,""
"3797","VM0543",5625,5195,2013,204,"Prov","M132",3880,3880,NA,NA,"",1590,4,FALSE,4,8,FALSE,"23/7/2013","0/1/1900",1,2,"personality video"
"3798","VM0544",5589,5616,2013,204,"Prov","M131",3881,3881,NA,NA,"",1589,4,FALSE,3,8,FALSE,"23/7/2013","0/1/1900",1,2,"personality video"
"3799","VM0545",4873,4960,2013,205,"Prov","M151",3882,3882,90,2,"IW",1609,4,FALSE,3,6,FALSE,"24/7/2013","0/1/1900",1,1,""
"3800","VM0546",5407,6461,2013,205,"Prov","M138",3883,3883,90,2,"IW",1596,4,FALSE,1,6,FALSE,"24/7/2013","0/1/1900",1,1,""
"3801","VM0547",4723,4991,2013,205,"Prov","M140",3884,3884,NA,NA,"",1598,4,FALSE,2,6,FALSE,"24/7/2013","0/1/1900",1,1,""
"3802","VM0548",6526,6371,2013,205,"Inc","M167",3885,3885,NA,NA,"",1625,2,FALSE,4,11,FALSE,"24/7/2013","0/1/1900",1,1,""
"3803","VM0549",5598,5359,2013,205,"Prov","M141",3886,3886,90,2,"IW",1599,4,FALSE,1,6,FALSE,"24/7/2013","0/1/1900",1,1,""
"3804","VM0550",5214,4757,2013,205,"Prov","M143",3887,3887,90,2,"IW",1601,4,FALSE,4,6,FALSE,"24/7/2013","0/1/1900",1,1,""
"3805","VM0551",6370,5311,2013,205,"Prov","M133",3888,3888,NA,NA,"",1591,4,FALSE,3,8,FALSE,"24/7/2013","0/1/1900",1,1,"personality video"
"3806","VM0552",4858,4745,2013,205,"Prov","M144",3889,3889,90,2,"IW",1602,4,FALSE,5,6,FALSE,"24/7/2013","0/1/1900",1,1,""
"3807","VM0553",4059,4768,2013,206,"Prov","M152",3890,3890,90,2,"IW",1610,4,FALSE,3,6,FALSE,"25/7/2013","0/1/1900",1,2,""
"3808","VM0554",5589,5616,2013,206,"Prov","M131",3891,3891,90,2,"AGO",1589,4,FALSE,3,10,FALSE,"25/7/2013","0/1/1900",1,2,""
"3809","VM0555",5625,5195,2013,206,"Prov","M132",3892,3892,90,2,"AGO",1590,4,FALSE,3,10,FALSE,"25/7/2013","0/1/1900",1,2,""
"3810","VM0556",5294,4943,2013,206,"Inc","M168",3894,3894,NA,NA,"",1626,2,FALSE,4,11,FALSE,"25/7/2013","0/1/1900",0,1,""
"3811","VM0557",6500,6521,2013,206,"Prov","M142",3895,3895,90,2,"IW",1600,4,FALSE,1,6,FALSE,"25/7/2013","0/1/1900",1,2,""
"3812","VM0558",5140,4895,2013,206,"Prov","M145",3896,3896,75.59999847,2,"IW",1603,4,FALSE,3,6,FALSE,"25/7/2013","0/1/1900",1,1,""
"3813","VM0559",4873,4960,2013,207,"Prov","M151",3897,3897,NA,NA,"",1609,4,FALSE,2,8,FALSE,"26/7/2013","0/1/1900",0,1,"personality video"
"3814","VM0560",5407,6461,2013,207,"Prov","M138",3898,3898,NA,NA,"",1596,4,FALSE,1,8,FALSE,"26/7/2013","0/1/1900",0,1,"personality video"
"3815","VM0561",4723,4991,2013,207,"Prov","M140",3900,3900,NA,NA,"",1598,4,FALSE,2,8,FALSE,"26/7/2013","0/1/1900",0,1,"personality video"
"3816","VM0562",5598,5359,2013,207,"Prov","M141",3901,3901,NA,NA,"",1599,4,FALSE,1,8,FALSE,"26/7/2013","0/1/1900",0,1,"personality video"
"3817","VM0563",6290,5393,2013,207,"Prov","M146",3902,3902,90,2,"IW",1604,4,FALSE,2,6,FALSE,"26/7/2013","0/1/1900",0,1,""
"3818","VM0564",6387,5202,2013,207,"Prov","M148",3903,3903,90,2,"IW",1606,4,FALSE,3,6,FALSE,"26/7/2013","0/1/1900",0,1,""
"3819","VM0565",5214,4757,2013,207,"Prov","M143",3904,3904,NA,NA,"",1601,4,FALSE,4,8,FALSE,"26/7/2013","0/1/1900",0,1,"personality video"
"3820","VM0566",6460,6436,2013,207,"Prov","M149",3905,3905,90,2,"IW",1607,4,FALSE,3,6,FALSE,"26/7/2013","0/1/1900",0,1,""
"3821","VM0567",4944,4722,2013,207,"Inc","M169",3906,3906,NA,NA,"",1627,2,FALSE,4,11,FALSE,"26/7/2013","0/1/1900",0,1,""
"3822","VM0568",6323,5623,2013,207,"Prov","M150",3907,3907,90,2,"IW",1608,4,FALSE,2,6,FALSE,"26/7/2013","0/1/1900",0,1,""
"3823","VM0569",6370,5311,2013,207,"Prov","M133",3908,3908,90,2,"AGO",1591,4,FALSE,3,10,FALSE,"26/7/2013","0/1/1900",0,1,""
"3824","VM0570",5093,4682,2013,207,"Prov","M147",3909,3909,90,2,"IW",1605,4,FALSE,2,6,FALSE,"26/7/2013","0/1/1900",0,1,""
"3825","VM0571",4858,4745,2013,207,"Prov","M144",3910,3910,NA,NA,"",1602,4,FALSE,2,8,FALSE,"26/7/2013","0/1/1900",0,1,"personality video"
"3826","VM0572",5140,4895,2013,208,"Prov","M145",3911,3911,NA,NA,"",1603,4,FALSE,3,8,FALSE,"27/7/2013","0/1/1900",0,1,"personality video"
"3827","VM0573",4059,4768,2013,208,"Prov","M152",3912,3912,NA,NA,"",1610,4,FALSE,3,8,FALSE,"27/7/2013","0/1/1900",0,1,"personality video"
"3828","VM0574",6316,6344,2013,208,"Prov","M154",3913,3913,90,2,"IW",1612,4,FALSE,3,6,FALSE,"27/7/2013","0/1/1900",0,1,""
"3829","VM0575",6476,NA,2013,208,"Prov","M157",3914,3914,90,2,"IW",1615,4,FALSE,2,6,FALSE,"27/7/2013","0/1/1900",1,1,""
"3830","VM0576",6250,NA,2013,208,"Prov","M156",3915,3915,90,2,"IW",1614,4,FALSE,2,6,FALSE,"27/7/2013","0/1/1900",1,1,""
"3831","VM0577",6374,6532,2013,208,"Prov","M136",3916,3916,NA,NA,"",1594,4,FALSE,3,10,FALSE,"27/7/2013","0/1/1900",1,1,""
"3832","VM0578",6606,6493,2013,208,"Prov","M137",3917,3917,NA,NA,"",1595,4,FALSE,1,10,FALSE,"27/7/2013","0/1/1900",1,1,""
"3833","VM0579",4854,4929,2013,208,"Prov","M135",3918,3918,NA,NA,"",1593,4,FALSE,3,10,FALSE,"27/7/2013","0/1/1900",1,1,""
"3834","VM0580",6462,6648,2013,209,"Prov","M171",3919,3919,90,2,"IW",1629,4,FALSE,2,6,FALSE,"28/7/2013","0/1/1900",1,2,""
"3835","VM0581",4873,4960,2013,209,"Prov","M151",3920,3920,90,2,"AGO",1609,4,FALSE,2,10,FALSE,"28/7/2013","0/1/1900",0,1,""
"3836","VM0582",5407,6461,2013,209,"Prov","M138",3921,3921,90,2,"AGO",1596,4,FALSE,1,10,FALSE,"28/7/2013","0/1/1900",0,1,""
"3837","VM0583",4723,4991,2013,209,"Prov","M140",3922,3922,90,2,"AGO",1598,4,FALSE,2,10,FALSE,"28/7/2013","0/1/1900",0,2,""
"3838","VM0584",5598,5359,2013,209,"Prov","M141",3923,3923,90,2,"AGO",1599,4,FALSE,1,10,FALSE,"28/7/2013","0/1/1900",0,2,""
"3839","VM0585",6290,5393,2013,209,"Prov","M146",3924,3924,NA,NA,"",1604,4,FALSE,2,8,FALSE,"28/7/2013","0/1/1900",0,2,"personality video"
"3840","VM0586",6317,5593,2013,209,"Prov","M153",3925,3925,90,2,"IW",1611,4,FALSE,4,6,FALSE,"28/7/2013","0/1/1900",0,1,""
"3841","VM0587",6387,5202,2013,209,"Prov","M148",3926,3926,NA,NA,"",1606,4,FALSE,2,8,FALSE,"28/7/2013","0/1/1900",0,2,"personality video"
"3842","VM0588",5214,4757,2013,209,"Prov","M143",3927,3927,90,2,"AGO",1601,4,FALSE,4,10,FALSE,"28/7/2013","0/1/1900",1,2,""
"3843","VM0589",6460,6436,2013,209,"Prov","M149",3928,3928,NA,NA,"",1607,4,FALSE,3,8,FALSE,"28/7/2013","0/1/1900",1,2,"personality video"
"3844","VM0590",6453,5468,2013,210,"Prov","M160",3932,3932,90,2,"IW",1618,4,FALSE,1,6,FALSE,"29/7/2013","0/1/1900",1,3,""
"3845","VM0591",5284,3764,2013,209,"Prov","M155",3929,3929,78.30000305,2,"IW",1613,4,FALSE,3,6,FALSE,"28/7/2013","0/1/1900",1,2,""
"3846","VM0592",5093,4682,2013,209,"Prov","M147",3930,3930,NA,NA,"",1605,4,FALSE,2,8,FALSE,"28/7/2013","0/1/1900",3,2,"personality video"
"3847","VM0593",4858,4745,2013,209,"Prov","M144",3931,3931,90,2,"AGO",1602,4,FALSE,3,10,FALSE,"28/7/2013","0/1/1900",1,2,""
"3848","VM0594",5140,4895,2013,210,"Prov","M145",3933,3933,90,2,"AGO",1603,4,FALSE,3,10,FALSE,"29/7/2013","0/1/1900",1,3,""
"3849","VM0595",4059,4768,2013,210,"Prov","M152",3934,3934,90,2,"AGO",1610,4,FALSE,3,10,FALSE,"29/7/2013","0/1/1900",1,3,""
"3850","VM0596",6500,6521,2013,210,"Prov","M142",3935,3935,NA,NA,"",1600,4,FALSE,1,10,FALSE,"29/7/2013","0/1/1900",1,3,""
"3851","VM0597",6316,6344,2013,210,"Prov","M154",3936,3936,NA,NA,"",1612,4,FALSE,2,8,FALSE,"29/7/2013","0/1/1900",0,2,"personality video"
"3852","VM0598",6384,6509,2013,210,"Prov","M163",3937,3937,90,2,"IW",1621,4,FALSE,2,6,FALSE,"29/7/2013","0/1/1900",0,2,""
"3853","VM0599",6476,NA,2013,210,"Prov","M157",3938,3938,NA,NA,"",1615,4,FALSE,2,8,FALSE,"29/7/2013","0/1/1900",0,3,"personality video"
"3854","VM0600",6565,6887,2013,210,"Prov","M158",3939,3939,79.80000305,2,"IW",1616,4,FALSE,2,6,FALSE,"29/7/2013","0/1/1900",0,2,""
"3855","VM0601",6290,5393,2013,211,"Prov","M146",3940,3940,NA,NA,"",1604,4,FALSE,2,10,FALSE,"30/7/2013","0/1/1900",1,2,""
"3856","VM0602",6317,5593,2013,211,"Prov","M153",3941,3941,NA,NA,"",1611,4,FALSE,3,8,FALSE,"30/7/2013","0/1/1900",1,2,"personality video"
