"","DVDNumber","FocalID","PartnerID","Year","DayOfYear","TypeOfCare","BroodName","DVDRef.x","DVDRef.y","TapeLength","Protocol","Observer","BroodRef","Situation","Deaths","OffspringNo","Age","Wrong","DVDdate","DVDtime","Weather","Wind","Notes"
"3527","VM0271",6370,5311,2013,163,"Prov","M069",3600,3600,86.19999695,2,"AE",1527,4,FALSE,4,6,FALSE,"12/6/2013","0/1/1900",1,3,""
"3528","VM0272",4576,4682,2013,163,"Prov","M057",3601,3601,25.10000038,2,"AE",1515,4,FALSE,4,10,FALSE,"12/6/2013","0/1/1900",1,2,""
"3529","VM0273",6331,6645,2013,163,"Prov","M082",3602,3602,NA,NA,"",1540,4,FALSE,1,6,FALSE,"12/6/2013","0/1/1900",1,2,""
"3530","VM0274",4975,5461,2013,164,"Prov","M059",3603,3603,90,2,"AE",1517,4,FALSE,1,9,FALSE,"13/6/2013","0/1/1900",1,3,""
"3531","VM0275",5014,5489,2013,164,"Inc","M105",3441,3441,90,NA,"IW",1563,2,FALSE,3,5,FALSE,"13/6/2013","0/1/1900",1,3,""
"3532","VM0276",5589,5616,2013,164,"Prov","M055",3604,3604,90,2,"AE",1513,4,FALSE,3,10,FALSE,"13/6/2013","0/1/1900",1,3,""
"3533","VM0277",5598,5359,2013,164,"Prov","M056",3605,3605,90,2,"AE",1514,4,FALSE,4,9,FALSE,"13/6/2013","0/1/1900",1,4,""
"3534","VM0278",4872,5675,2013,164,"Prov","M087",3606,3606,90,2,"AJ",1545,4,FALSE,4,6,FALSE,"13/6/2013","0/1/1900",1,3,""
"3535","VM0279",6462,6648,2013,164,"Prov","M081",3607,3607,NA,NA,"",1539,4,FALSE,4,6,FALSE,"13/6/2013","0/1/1900",1,4,""
"3536","VM0280",6638,5449,2013,164,"Prov","M064",3608,3608,NA,NA,"",1522,4,FALSE,3,8,FALSE,"13/6/2013","0/1/1900",1,2,"personality video"
"3537","VM0281",6460,6436,2013,164,"Prov","M065",3609,3609,NA,NA,"",1523,4,FALSE,2,8,FALSE,"13/6/2013","0/1/1900",1,3,"personality video"
"3538","VM0282",6476,6251,2013,164,"Prov","M070",3610,3610,79.80000305,2,"AJ",1528,4,FALSE,3,6,FALSE,"13/6/2013","0/1/1900",1,4,""
"3539","VM0283",6453,6490,2013,164,"Prov","M086",3611,3611,NA,NA,"",1544,4,FALSE,4,6,FALSE,"13/6/2013","0/1/1900",1,4,""
"3540","VM0284",4961,4960,2013,165,"Prov","M060",3612,3612,90,2,"AJ",1518,4,FALSE,2,10,FALSE,"14/6/2013","0/1/1900",1,3,""
"3541","VM0285",4723,4991,2013,166,"Prov","M078",3627,3627,90,2,"AE",1536,4,FALSE,2,6,FALSE,"15/6/2013","0/1/1900",0,3,""
"3542","VM0286",5140,4895,2013,165,"Prov","M072",3613,3613,90,2,"AJ",1530,4,FALSE,4,6,FALSE,"14/6/2013","0/1/1900",1,3,""
"3543","VM0287",6317,5593,2013,165,"Prov","M071",3614,3614,90,2,"AJ",1529,4,FALSE,4,6,FALSE,"14/6/2013","0/1/1900",4,3,""
"3544","VM0288",4933,5202,2013,165,"Inc","M099",3615,3615,NA,NA,"",1557,2,FALSE,5,11,FALSE,"14/6/2013","0/1/1900",1,3,""
"3545","VM0289",6459,6447,2013,165,"Prov","M061",3616,3616,90,2,"AE",1519,4,FALSE,1,10,FALSE,"14/6/2013","0/1/1900",1,2,""
"3546","VM0290",5214,4757,2013,165,"Prov","M076",3617,3617,90,2,"AE",1534,4,FALSE,3,6,FALSE,"14/6/2013","0/1/1900",1,2,""
"3547","VM0291",6384,6509,2013,165,"Prov","M077",3618,3618,90,2,"AE",1535,4,FALSE,1,6,FALSE,"14/6/2013","0/1/1900",1,2,""
"3548","VM0292",5625,5195,2013,165,"Prov","M068",3619,3619,NA,NA,"",1526,4,FALSE,1,8,FALSE,"14/6/2013","0/1/1900",0,2,"personality video"
"3549","VM0293",6370,5311,2013,165,"Prov","M069",3620,3620,NA,NA,"",1527,4,FALSE,4,8,FALSE,"14/6/2013","0/1/1900",1,2,"personality video"
"3550","VM0294",6420,6455,2013,165,"Prov","M088",3621,3621,NA,NA,"",1546,4,FALSE,3,6,FALSE,"14/6/2013","0/1/1900",1,2,"personality video - WRONG DAY"
"3551","VM0295",6269,6270,2013,165,"Inc","M106",3442,3442,90,NA,"IW",1564,2,FALSE,4,11,FALSE,"14/6/2013","0/1/1900",1,2,""
"3552","VM0297",6250,6517,2013,165,"Prov","M080",3622,3622,NA,NA,"",1538,4,FALSE,3,6,FALSE,"14/6/2013","0/1/1900",1,2,""
"3553","VM0298",6565,6887,2013,165,"Prov","M067",3623,3623,NA,NA,"",1525,4,FALSE,3,10,FALSE,"14/6/2013","0/1/1900",0,2,""
"3554","VM0299",6638,5449,2013,164,"Prov","M064",3624,3624,NA,NA,"",1522,4,FALSE,3,8,FALSE,"13/6/2013","0/1/1900",0,3,"personality video"
"3555","VM0300",6460,6436,2013,164,"Prov","M065",3625,3625,NA,NA,"",1523,4,FALSE,2,8,FALSE,"13/6/2013","0/1/1900",0,3,"personality video"
"3556","VM0301",4739,5468,2013,166,"Inc","M103",3626,3626,NA,NA,"",1561,2,FALSE,5,11,FALSE,"15/6/2013","0/1/1900",0,3,""
"3557","VM0302",4059,4768,2013,166,"Prov","M073",3628,3628,80.80000305,2,"AE",1531,4,FALSE,4,6,FALSE,"15/6/2013","0/1/1900",0,3,""
"3558","VM0303",4872,5675,2013,166,"Prov","M087",3629,3629,NA,NA,"",1545,4,FALSE,4,8,FALSE,"15/6/2013","0/1/1900",0,3,"personality video. Time changed from 7:38 to 7:48"
"3559","VM0304",6476,6251,2013,166,"Prov","M070",3630,3630,NA,NA,"",1528,4,FALSE,2,8,FALSE,"15/6/2013","0/1/1900",0,3,"personality video"
"3560","VM0305",5093,4682,2013,166,"Prov","M079",3631,3631,90,2,"AE",1537,4,FALSE,2,6,FALSE,"15/6/2013","0/1/1900",1,2,""
"3561","VM0306",6267,6433,2013,166,"Inc","M101",3632,3632,NA,NA,"",1559,2,FALSE,3,11,FALSE,"15/6/2013","0/1/1900",0,3,""
"3562","VM0307",6316,6376,2013,166,"Prov","M066",3633,3633,NA,NA,"",1524,4,FALSE,3,10,FALSE,"15/6/2013","0/1/1900",0,2,""
"3563","VM0308",4854,4929,2013,166,"Prov","M075",3634,3634,NA,NA,"",1533,4,FALSE,5,6,FALSE,"15/6/2013","0/1/1900",4,3,""
"3564","VM0309",6638,5449,2013,166,"Prov","M064",3635,3635,78.69999695,2,"AE",1522,4,FALSE,3,10,FALSE,"15/6/2013","0/1/1900",0,2,""
"3565","VM0310",6460,6436,2013,166,"Prov","M065",3636,3636,90,2,"AJ",1523,4,FALSE,2,10,FALSE,"15/6/2013","0/1/1900",0,2,"20160703 Malika Ihle change nb ofsspring from 4 to 2"
"3566","VM0311",5140,4895,2013,167,"Prov","M072",3637,3637,NA,NA,"",1530,4,FALSE,4,8,FALSE,"16/6/2013","0/1/1900",1,2,"personality video"
"3567","VM0312",6317,5593,2013,167,"Prov","M071",3638,3638,NA,NA,"",1529,4,FALSE,4,8,FALSE,"16/6/2013","0/1/1900",1,2,"personality video"
"3568","VM0313",5214,4757,2013,167,"Prov","M076",3639,3639,NA,NA,"",1534,4,FALSE,3,8,FALSE,"16/6/2013","0/1/1900",2,2,"personality video"
"3569","VM0314",6384,6509,2013,167,"Prov","M077",3640,3640,NA,NA,"",1535,4,FALSE,1,8,FALSE,"16/6/2013","0/1/1900",2,2,"personality video"
"3570","VM0315",4944,4722,2013,167,"Inc","M104",3641,3641,NA,NA,"",1562,2,FALSE,4,11,FALSE,"16/6/2013","0/1/1900",1,2,""
"3571","VM0316",5625,5195,2013,167,"Prov","M068",3642,3642,90,2,"AE",1526,4,FALSE,1,10,FALSE,"16/6/2013","0/1/1900",1,2,""
"3572","VM0317",6555,5035,2013,167,"Inc","M108",3643,3643,90,NA,"IW",1566,2,FALSE,5,5,FALSE,"16/6/2013","0/1/1900",1,1,""
"3573","VM0318",6370,5311,2013,167,"Prov","M069",3644,3644,90,2,"AE",1527,4,FALSE,4,10,FALSE,"16/6/2013","0/1/1900",4,2,""
"3574","VM0319",6331,6645,2013,167,"Prov","M082",3645,3645,NA,NA,"",1540,4,FALSE,1,10,FALSE,"16/6/2013","0/1/1900",4,2,""
"3575","VM0320",4723,4991,2013,168,"Prov","M078",3646,3646,NA,NA,"",1536,4,FALSE,2,8,FALSE,"17/6/2013","0/1/1900",4,1,"personality video"
"3576","VM0321",4059,4768,2013,168,"Prov","M073",3647,3647,NA,NA,"",1531,4,FALSE,4,8,FALSE,"17/6/2013","0/1/1900",4,1,"personality video"
"3577","VM0322",4872,5675,2013,168,"Prov","M087",3648,3648,38,2,"AJ",1545,4,FALSE,4,10,FALSE,"17/6/2013","0/1/1900",1,1,""
"3578","VM0323",6453,6490,2013,168,"Prov","M086",3649,3649,NA,NA,"",1544,4,FALSE,4,10,FALSE,"17/6/2013","0/1/1900",1,1,""
"3579","VM0324",6462,6648,2013,168,"Prov","M081",3650,3650,NA,NA,"",1539,4,FALSE,4,10,FALSE,"17/6/2013","0/1/1900",1,1,""
"3580","VM0325",6476,6251,2013,168,"Prov","M070",3651,3651,88.59999847,2,"AE",1528,4,FALSE,2,10,FALSE,"17/6/2013","0/1/1900",1,1,""
"3581","VM0326",5093,4682,2013,168,"Prov","M079",3652,3652,NA,NA,"",1537,4,FALSE,2,8,FALSE,"17/6/2013","0/1/1900",1,1,"personality video. Brood change from M076 to M079"
"3582","VM0327",5140,4895,2013,169,"Prov","M072",3653,3653,90,2,"AJ",1530,4,FALSE,4,10,FALSE,"18/6/2013","0/1/1900",1,2,""
"3583","VM0328",6317,5593,2013,169,"Prov","M071",3654,3654,90,2,"AJ",1529,4,FALSE,4,10,FALSE,"18/6/2013","0/1/1900",1,2,""
"3584","VM0329",6649,6521,2013,169,"Prov","M089",3655,3655,NA,NA,"",1547,4,FALSE,4,6,FALSE,"18/6/2013","0/1/1900",1,2,""
"3585","VM0330",5214,4757,2013,169,"Prov","M076",3656,3656,90,2,"AE",1534,4,FALSE,3,10,FALSE,"18/6/2013","0/1/1900",1,2,""
"3586","VM0331",6384,6509,2013,169,"Prov","M077",3657,3657,90,2,"AE",1535,4,FALSE,1,10,FALSE,"18/6/2013","0/1/1900",1,2,""
"3587","VM0332",6421,6501,2013,169,"Inc","M107",3658,3658,90,NA,"IW",1565,2,FALSE,4,11,FALSE,"18/6/2013","0/1/1900",1,3,""
"3588","VM0333",5294,4943,2013,169,"Inc","M109",3659,3659,90,NA,"IW",1567,2,FALSE,3,5,FALSE,"18/6/2013","0/1/1900",1,2,""
"3589","VM0334",6420,6455,2013,169,"Prov","M088",3660,3660,90,2,"AE",1546,4,FALSE,3,10,FALSE,"18/6/2013","0/1/1900",1,1,""
"3590","VM0335",6250,6517,2013,169,"Prov","M080",3661,3661,90,2,"AGO",1538,4,FALSE,3,10,FALSE,"18/6/2013","0/1/1900",1,1,""
"3591","VM0336",4858,4745,2013,169,"Prov","M090",3662,3662,72.90000153,2,"AE",1548,4,FALSE,5,6,FALSE,"18/6/2013","0/1/1900",1,2,""
"3592","VM0337",4723,4991,2013,170,"Prov","M078",3663,3663,90,2,"AGO",1536,4,FALSE,2,10,FALSE,"19/6/2013","0/1/1900",0,0,""
"3593","VM0338",5014,5489,2013,170,"Inc","M105",3664,3664,NA,NA,"",1563,2,FALSE,3,11,FALSE,"19/6/2013","0/1/1900",0,0,""
"3594","VM0339",4059,4768,2013,170,"Prov","M073",3665,3665,90,2,"AGO",1531,4,FALSE,4,10,FALSE,"19/6/2013","0/1/1900",0,0,""
"3595","VM0340",4965,5314,2013,170,"Inc","M112",3666,3666,90,NA,"IW",1570,2,FALSE,5,5,FALSE,"19/6/2013","0/1/1900",0,0,""
"3596","VM0341",5093,4682,2013,170,"Prov","M079",3667,3667,90,2,"AGO",1537,4,FALSE,2,10,FALSE,"19/6/2013","0/1/1900",0,0,""
"3597","VM0342",4854,4929,2013,170,"Prov","M075",3668,3668,NA,NA,"",1533,4,FALSE,4,10,FALSE,"19/6/2013","0/1/1900",0,0,""
"3598","VM0343",6290,5393,2013,171,"Prov","M093",3669,3669,90,2,"IW",1551,4,FALSE,3,6,FALSE,"20/6/2013","0/1/1900",1,2,""
"3599","VM0344",4663,5424,2013,171,"Inc","M113",3670,3670,90,NA,"IW",1571,2,FALSE,5,5,FALSE,"20/6/2013","0/1/1900",1,2,""
"3600","VM0345",5284,3764,2013,171,"Prov","M094",3671,3671,90,2,"IW",1552,4,FALSE,4,6,FALSE,"20/6/2013","0/1/1900",1,2,""
"3601","VM0346",6269,6270,2013,171,"Inc","M106",3672,3672,NA,NA,"",1564,2,FALSE,4,17,FALSE,"20/6/2013","0/1/1900",1,2,""
"3602","VM0347",4858,4745,2013,171,"Prov","M090",3673,3673,NA,NA,"",1548,4,FALSE,4,8,FALSE,"20/6/2013","0/1/1900",1,2,"personality video"
"3603","VM0348",6238,6240,2013,172,"Prov","M098",3674,3674,90,2,"IW",1556,4,FALSE,3,6,FALSE,"21/6/2013","0/1/1900",2,0,""
"3604","VM0349",6647,5253,2013,172,"Prov","M095",3675,3675,90,2,"IW",1553,4,FALSE,2,6,FALSE,"21/6/2013","0/1/1900",2,0,""
"3605","VM0350",6321,5517,2013,173,"Inc","M114",3676,3676,90,NA,"IW",1572,2,FALSE,5,5,FALSE,"22/6/2013","0/1/1900",1,3,""
"3606","VM0351",6290,5393,2013,173,"Prov","M093",3677,3677,NA,NA,"",1551,4,FALSE,3,8,FALSE,"22/6/2013","0/1/1900",1,3,"personality video"
"3607","VM0352",5284,3764,2013,173,"Prov","M094",3678,3678,NA,NA,"",1552,4,FALSE,4,8,FALSE,"22/6/2013","0/1/1900",1,3,"personality video"
"3608","VM0353",6649,6521,2013,173,"Prov","M089",3679,3679,NA,NA,"",1547,4,FALSE,4,10,FALSE,"22/6/2013","0/1/1900",1,3,""
"3609","VM0354",4858,4745,2013,173,"Prov","M090",3680,3680,NA,NA,"",1548,4,FALSE,4,10,FALSE,"22/6/2013","0/1/1900",1,3,""
"3610","VM0355",6555,5035,2013,173,"Inc","M108",3681,3681,NA,NA,"",1566,2,FALSE,5,11,FALSE,"22/6/2013","0/1/1900",1,3,""
"3611","VM0356",5284,3764,2013,173,"Prov","M094",3682,3682,NA,NA,"",1552,4,FALSE,4,8,FALSE,"22/6/2013","0/1/1900",1,3,"personality video"
"3612","VM0357",4933,5202,2013,174,"Prov","M099",3683,3683,90,2,"IW",1557,4,FALSE,4,6,FALSE,"23/6/2013","0/1/1900",1,3,""
"3613","VM0358",6238,6240,2013,174,"Prov","M098",3684,3684,NA,NA,"",1556,4,FALSE,3,8,FALSE,"23/6/2013","0/1/1900",1,3,"personality video"
"3614","VM0359",7022,7024,2013,174,"Prov","M100",3685,3685,90,2,"IW",1558,4,FALSE,3,6,FALSE,"23/6/2013","0/1/1900",1,3,""
"3615","VM0360",6267,6433,2013,174,"Prov","M101",3686,3686,90,2,"IW",1559,4,FALSE,3,6,FALSE,"23/6/2013","0/1/1900",1,3,""
"3616","VM0361",6647,5253,2013,174,"Prov","M095",3687,3687,NA,NA,"",1553,4,FALSE,2,8,FALSE,"23/6/2013","0/1/1900",1,3,"personality video"
"3617","VM0362",6647,5253,2013,174,"Prov","M095",3688,3688,NA,NA,"",1553,4,FALSE,2,8,FALSE,"23/6/2013","0/1/1900",1,3,"personality video"
"3618","VM0363",6290,5393,2013,175,"Prov","M093",3689,3689,90,2,"AGO",1551,4,FALSE,3,10,FALSE,"24/6/2013","0/1/1900",0,2,""
"3619","VM0364",5410,5466,2013,175,"Prov","M102",3690,3690,90,2,"IW",1560,4,FALSE,4,6,FALSE,"24/6/2013","0/1/1900",0,2,""
"3620","VM0365",5294,4943,2013,175,"Inc","M109",3691,3691,NA,NA,"",1567,2,FALSE,3,11,FALSE,"24/6/2013","0/1/1900",0,1,""
"3621","VM0366",5284,3764,2013,175,"Prov","M094",3692,3692,4,2,"AGO",1552,4,FALSE,4,10,FALSE,"24/6/2013","0/1/1900",0,1,""
"3622","VM0367",4739,5468,2013,176,"Prov","M103",3693,3693,90,2,"IW",1561,4,FALSE,3,6,FALSE,"25/6/2013","0/1/1900",0,1,""
"3623","VM0368",6643,6260,2013,176,"Inc","M116",3694,3694,90,NA,"IW",1574,2,FALSE,4,5,FALSE,"25/6/2013","0/1/1900",0,1,""
"3624","VM0369",4933,5202,2013,176,"Prov","M099",3695,3695,NA,NA,"",1557,4,FALSE,4,8,FALSE,"25/6/2013","0/1/1900",0,0,"personality video"
"3625","VM0370",4965,5314,2013,176,"Inc","M112",3696,3696,NA,NA,"",1570,2,FALSE,5,11,FALSE,"25/6/2013","0/1/1900",0,1,""
"3626","VM0371",6267,6433,2013,176,"Prov","M101",3697,3697,NA,NA,"",1559,4,FALSE,3,8,FALSE,"25/6/2013","0/1/1900",0,0,"personality video"
"3627","VM0372",7022,7024,2013,176,"Prov","M100",3698,3698,NA,NA,"",1558,4,FALSE,3,8,FALSE,"25/6/2013","0/1/1900",0,1,"personality video"
"3628","VM0373",6647,5253,2013,176,"Prov","M095",3699,3699,90,2,"AGO",1553,4,FALSE,2,10,FALSE,"25/6/2013","0/1/1900",0,0,""
"3629","VM0374",6238,6240,2013,176,"Prov","M098",3700,3700,84,2,"AGO",1556,4,FALSE,3,10,FALSE,"25/6/2013","0/1/1900",0,1,""
"3630","VM0375",5410,5466,2013,177,"Prov","M102",3701,3701,NA,NA,"",1560,4,FALSE,3,8,FALSE,"26/6/2013","0/1/1900",0,0,"personality video"
"3631","VM0376",6526,6371,2013,177,"Inc","M117",3702,3702,90,NA,"IW",1575,2,FALSE,5,5,FALSE,"26/6/2013","0/1/1900",0,0,""
"3632","VM0377",6459,NA,2013,177,"Inc","M126",3703,3703,90,NA,"IW",1584,2,FALSE,4,5,FALSE,"26/6/2013","0/1/1900",0,0,""
"3633","VM0378",4663,5424,2013,177,"Inc","M113",3704,3704,NA,NA,"",1571,2,FALSE,5,11,FALSE,"26/6/2013","0/1/1900",1,0,""
"3634","VM0379",4944,4722,2013,177,"Prov","M104",3705,3705,90,2,"IW",1562,4,FALSE,4,6,FALSE,"26/6/2013","0/1/1900",1,0,""
"3635","VM0380",6451,5048,2013,177,"Inc","M118",3706,3706,90,NA,"IW",1576,2,FALSE,3,5,FALSE,"26/6/2013","0/1/1900",1,0,""
"3636","VM0381",4739,5468,2013,178,"Prov","M103",3708,3708,NA,NA,"",1561,4,FALSE,3,8,FALSE,"27/6/2013","0/1/1900",1,0,"personality video"
"3637","VM0382",4933,5202,2013,178,"Prov","M099",3709,3709,90,2,"AGO",1557,4,FALSE,4,10,FALSE,"27/6/2013","0/1/1900",1,0,""
"3638","VM0383",6392,6280,2013,178,"Inc","M119",3710,3710,90,NA,"IW",1577,2,FALSE,2,5,FALSE,"27/6/2013","0/1/1900",1,0,""
"3639","VM0384",6421,6501,2013,178,"Prov","M107",3711,3711,90,2,"IW",1565,4,FALSE,1,6,FALSE,"27/6/2013","0/1/1900",0,0,""
"3640","VM0385",7022,7024,2013,178,"Prov","M100",3712,3712,86,2,"AGO",1558,4,FALSE,3,10,FALSE,"27/6/2013","0/1/1900",1,0,""
"3641","VM0386",6267,6433,2013,178,"Prov","M101",3713,3713,90,2,"AGO",1559,4,FALSE,3,10,FALSE,"27/6/2013","0/1/1900",0,0,""
"3642","VM0387",5014,5489,2013,178,"Prov","M105",3714,3714,90,2,"IW",1563,4,FALSE,2,6,FALSE,"27/6/2013","0/1/1900",0,0,""
"3643","VM0388",5410,5466,2013,179,"Prov","M102",3715,3715,90,2,"AGO",1560,4,FALSE,3,10,FALSE,"28/6/2013","0/1/1900",1,1,""
"3644","VM0389",6530,NA,2013,179,"Inc","M120",3716,3716,90,NA,"IW",1578,2,FALSE,4,5,FALSE,"28/6/2013","0/1/1900",1,1,""
"3645","VM0390",6321,5517,2013,179,"Inc","M114",3717,3717,NA,NA,"",1572,2,FALSE,5,11,FALSE,"28/6/2013","0/1/1900",1,1,""
"3646","VM0391",4944,4722,2013,179,"Prov","M104",3718,3718,NA,NA,"",1562,4,FALSE,3,8,FALSE,"28/6/2013","0/1/1900",2,1,"personality video"
"3647","VM0392",6269,6270,2013,179,"Prov","M106",3719,3719,90,2,"IW",1564,4,FALSE,3,5,FALSE,"28/6/2013","0/1/1900",0,1,""
"3648","VM0393",4963,6386,2013,179,"Inc","M121",3720,3720,90,NA,"IW",1579,2,FALSE,5,4,FALSE,"28/6/2013","0/1/1900",2,1,""
"3649","VM0394",4739,5468,2013,180,"Prov","M103",3721,3721,NA,NA,"",1561,4,FALSE,3,10,FALSE,"29/6/2013","0/1/1900",0,0,""
"3650","VM0395",4975,6489,2013,180,"Inc","M122",3722,3722,90,NA,"IW",1580,2,FALSE,4,5,FALSE,"29/6/2013","0/1/1900",0,0,""
"3651","VM0396",4967,5461,2013,180,"Inc","M123",3723,3723,86.09999847,NA,"IW",1581,2,FALSE,4,5,FALSE,"29/6/2013","0/1/1900",0,0,""
"3652","VM0397",5014,5489,2013,180,"Prov","M105",3724,3724,NA,NA,"",1563,4,FALSE,1,8,FALSE,"29/6/2013","0/1/1900",0,0,"personality video"
"3653","VM0398",4944,4722,2013,181,"Prov","M104",3725,3725,90,2,"AGO",1562,4,FALSE,3,10,FALSE,"30/6/2013","0/1/1900",0,0,""
"3654","VM0399",6555,5035,2013,181,"Prov","M108",3726,3726,90,2,"IW",1566,4,FALSE,1,6,FALSE,"30/6/2013","0/1/1900",0,0,""
"3655","VM0400",6269,6270,2013,181,"Prov","M106",3727,3727,NA,NA,"",1564,4,FALSE,2,7,FALSE,"30/6/2013","0/1/1900",1,1,"personality video"
"3656","VM0401",4961,4960,2013,182,"Inc","M124",3728,3728,90,NA,"IW",1582,2,FALSE,5,5,FALSE,"1/7/2013","0/1/1900",0,0,""
"3657","VM0402",6643,6260,2013,182,"Inc","M116",3729,3729,NA,NA,"",1574,2,FALSE,4,11,FALSE,"1/7/2013","0/1/1900",0,0,""
"3658","VM0403",5014,5489,2013,182,"Prov","M105",3730,3730,90,2,"AGO",1563,4,FALSE,1,10,FALSE,"1/7/2013","0/1/1900",0,0,""
"3659","VM0404",4576,4682,2013,182,"Inc","M125",3731,3731,90,NA,"IW",1583,2,FALSE,5,5,FALSE,"1/7/2013","0/1/1900",1,0,""
"3660","VM0405",6526,6371,2013,183,"Inc","M117",3732,3732,NA,NA,"",1575,2,FALSE,5,11,FALSE,"2/7/2013","0/1/1900",3,2,""
"3661","VM0406",6499,5489,2013,183,"Inc","M127",3733,3733,61.70000076,NA,"IW",1585,2,FALSE,4,5,FALSE,"2/7/2013","0/1/1900",1,2,""
"3662","VM0407",6459,NA,2013,183,"Inc","M126",3734,3734,NA,NA,"",1584,2,FALSE,4,11,FALSE,"2/7/2013","0/1/1900",3,2,""
"3663","VM0408",6543,5222,2013,183,"Inc","M128",3735,3735,90,NA,"IW",1586,2,FALSE,4,5,FALSE,"2/7/2013","0/1/1900",1,1,""
"3664","VM0409",6555,5035,2013,183,"Prov","M108",3736,3736,NA,NA,"",1566,4,FALSE,1,8,FALSE,"2/7/2013","0/1/1900",1,1,"personality video"
"3665","VM0410",6451,5048,2013,183,"Inc","M118",3737,3737,NA,NA,"",1576,2,FALSE,3,11,FALSE,"2/7/2013","0/1/1900",1,1,""
"3666","VM0411",6269,6270,2013,183,"Prov","M106",3738,3738,90,2,"AGO",1564,4,FALSE,2,9,FALSE,"2/7/2013","0/1/1900",1,1,""
"3667","VM0412",6392,6280,2013,184,"Inc","M119",3739,3739,NA,NA,"",1577,2,FALSE,2,11,FALSE,"3/7/2013","0/1/1900",1,1,""
"3668","VM0413",4965,5314,2013,185,"Prov","M112",3740,3740,90,2,"IW",1570,4,FALSE,5,6,FALSE,"4/7/2013","0/1/1900",2,2,""
"3669","VM0414",6638,5449,2013,185,"Inc","M129",3741,3741,90,NA,"IW",1587,2,FALSE,3,5,FALSE,"4/7/2013","0/1/1900",2,2,""
"3670","VM0415",6638,5449,2013,185,"Inc","M130",3742,3742,90,NA,"IW",1588,2,FALSE,1,5,FALSE,"4/7/2013","0/1/1900",2,2,""
"3671","VM0416",4963,6386,2013,185,"Inc","M121",3743,3743,90,NA,"IW",1579,2,FALSE,5,10,FALSE,"4/7/2013","0/1/1900",2,2,""
"3672","VM0417",6530,NA,2013,185,"Inc","M120",3744,3744,NA,NA,"",1578,2,FALSE,4,11,FALSE,"4/7/2013","0/1/1900",2,2,""
"3673","VM0418",6555,5035,2013,185,"Prov","M108",3745,3745,90,2,"AGO",1566,4,FALSE,1,10,FALSE,"4/7/2013","0/1/1900",2,2,""
"3674","VM0419",4975,6489,2013,186,"Inc","M122",3746,3746,NA,NA,"",1580,2,FALSE,4,11,FALSE,"5/7/2013","0/1/1900",0,1,""
"3675","VM0420",4967,5461,2013,186,"Inc","M123",3747,3747,NA,NA,"",1581,2,FALSE,4,11,FALSE,"5/7/2013","0/1/1900",0,1,""
"3676","VM0421",5589,5616,2013,187,"Inc","M131",3749,3749,90,NA,"IW",1589,2,FALSE,5,5,FALSE,"6/7/2013","0/1/1900",1,1,""
"3677","VM0422",4965,5314,2013,187,"Prov","M112",3750,3750,NA,NA,"",1570,4,FALSE,5,8,FALSE,"6/7/2013","0/1/1900",1,0,"personality video"
"3678","VM0423",4663,5424,2013,187,"Prov","M113",3751,3751,90,2,"IW",1571,4,FALSE,5,6,FALSE,"6/7/2013","0/1/1900",1,1,""
"3679","VM0424",4965,5314,2013,187,"Prov","M112",3752,3752,NA,NA,"",1570,4,FALSE,5,8,FALSE,"6/7/2013","0/1/1900",1,1,"personality video"
"3680","VM0425",4961,4960,2013,188,"Inc","M124",3753,3753,NA,NA,"",1582,2,FALSE,5,11,FALSE,"7/7/2013","0/1/1900",0,0,""
"3681","VM0426",6321,5517,2013,188,"Prov","M114",3754,3754,90,2,"IW",1572,4,FALSE,4,6,FALSE,"7/7/2013","0/1/1900",0,0,""
"3682","VM0427",5625,5195,2013,188,"Inc","M132",3755,3755,90,NA,"IW",1590,2,FALSE,4,5,FALSE,"7/7/2013","0/1/1900",0,0,""
"3683","VM0428",6370,5311,2013,188,"Inc","M133",3756,3756,90,NA,"IW",1591,2,FALSE,5,5,FALSE,"7/7/2013","0/1/1900",0,0,""
"3684","VM0429",4576,4682,2013,188,"Inc","M125",3757,3757,NA,NA,"",1583,2,FALSE,5,11,FALSE,"7/7/2013","0/1/1900",0,0,""
"3685","VM0430",4965,5314,2013,189,"Prov","M112",3758,3758,90,2,"AGO",1570,4,FALSE,4,10,FALSE,"8/7/2013","0/1/1900",0,1,""
"3686","VM0431",6543,5222,2013,189,"Inc","M128",3759,3759,NA,NA,"",1586,2,FALSE,4,11,FALSE,"8/7/2013","0/1/1900",0,1,""
"3687","VM0432",4663,5424,2013,189,"Prov","M113",3760,3760,NA,NA,"",1571,4,FALSE,5,8,FALSE,"8/7/2013","0/1/1900",0,1,"personality video"
"3688","VM0433",4854,4929,2013,189,"Inc","M135",3761,3761,NA,NA,"",1593,2,FALSE,5,5,FALSE,"8/7/2013","0/1/1900",0,0,"Focus incorrect, not nest entrance"
"3689","VM0434",6374,6532,2013,189,"Inc","M136",3762,3762,90,NA,"IW",1594,2,FALSE,4,5,FALSE,"8/7/2013","0/1/1900",0,1,""
"3690","VM0435",6606,6493,2013,189,"Inc","M137",3763,3763,NA,NA,"",1595,2,FALSE,5,5,FALSE,"8/7/2013","0/1/1900",0,0,"Focus incorrect, not nest entrance"
"3691","VM0436",6499,5489,2013,189,"Inc","M127",3764,3764,90,NA,"IW",1585,2,FALSE,4,11,FALSE,"8/7/2013","0/1/1900",0,1,""
