DVDRef,DVDNumber,TapeLength,Protocol,Observer,BroodRef,Situation,Deaths,OffspringNo,Age,Wrong,DVDdate,DVDtime,Weather,Wind,Notes
263,40263,93.59999847,1,,536,4,FALSE,4,11,FALSE,10/6/2004,0/1/1900,1,2,
264,40264,92.19999695,1,,532,4,FALSE,4,11,FALSE,10/6/2004,0/1/1900,1,2,
265,40265,93.69999695,1,,539,4,FALSE,3,11,FALSE,10/6/2004,0/1/1900,1,2,
266,40266,93.69999695,,,565,2,FALSE,4,11,FALSE,10/6/2004,0/1/1900,1,2,
267,40267,93.69999695,1,,551,4,FALSE,1,3,FALSE,10/6/2004,0/1/1900,1,2,
268,40268,93.69999695,1,,538,4,FALSE,3,11,FALSE,11/6/2004,0/1/1900,0,2,
269,40269,93.69999695,1,,537,4,FALSE,2,11,FALSE,11/6/2004,0/1/1900,0,2,
270,40270,93.30000305,1,,543,4,FALSE,3,11,FALSE,11/6/2004,0/1/1900,0,2,
271,40271,93.80000305,,,566,2,FALSE,4,11,FALSE,11/6/2004,0/1/1900,0,2,
272,40272,93.69999695,1,,553,4,FALSE,3,3,FALSE,11/6/2004,0/1/1900,0,2,
273,40273,93.69999695,,,563,2,FALSE,2,11,FALSE,11/6/2004,0/1/1900,0,2,
274,40274,93.5,1,,542,4,FALSE,3,11,FALSE,11/6/2004,0/1/1900,0,2,
275,40275,93.59999847,1,,552,4,FALSE,3,3,FALSE,11/6/2004,0/1/1900,0,2,
276,40276,93.69999695,1,,546,4,FALSE,1,11,FALSE,12/6/2004,0/1/1900,0,2,
277,40277,93.59999847,1,,549,4,FALSE,4,7,FALSE,12/6/2004,0/1/1900,0,2,
278,40278,93.80000305,1,,548,4,FALSE,2,7,FALSE,12/6/2004,0/1/1900,0,2,
279,40279,93.69999695,1,,550,4,FALSE,2,7,FALSE,12/6/2004,0/1/1900,0,2,
280,40280,93.80000305,,,570,2,FALSE,4,11,FALSE,12/6/2004,0/1/1900,0,1,
281,40281,93.59999847,1,,545,4,FALSE,2,11,FALSE,12/6/2004,0/1/1900,0,1,
282,40282,,,,544,4,FALSE,3,11,FALSE,12/6/2004,0/1/1900,0,1,doesn't play on d's tv or laptop
283,40283,93.69999695,1,,554,4,FALSE,4,3,FALSE,12/6/2004,0/1/1900,0,1,
284,40284,93.80000305,,,566,2,FALSE,4,12,TRUE,12/6/2004,0/1/1900,0,1,
285,40285,93.59999847,1,,557,4,FALSE,4,3,FALSE,13/6/2004,0/1/1900,0,0,
286,40286,93.80000305,1,,558,4,FALSE,4,3,FALSE,13/6/2004,0/1/1900,0,0,
287,40287,93.5,,,568,2,FALSE,4,11,FALSE,13/6/2004,0/1/1900,0,0,
288,40288,93.69999695,1,,555,4,TRUE,2,3,FALSE,13/6/2004,0/1/1900,0,0,CHI 2->C3D
289,40289,93.69999695,1,,559,4,FALSE,3,3,FALSE,14/6/2004,0/1/1900,0,0,
290,40290,93.80000305,1,,551,4,FALSE,1,7,FALSE,14/6/2004,0/1/1900,0,0,
291,40291,93.80000305,1,,560,4,TRUE,4,3,FALSE,14/6/2004,0/1/1900,0,0,CHI 5->4C3D
292,40292,93.40000153,1,,561,4,FALSE,5,3,FALSE,14/6/2004,0/1/1900,0,0,
293,40293,93.69999695,1,,553,4,FALSE,3,7,FALSE,15/6/2004,0/1/1900,0,2,
294,40294,93.80000305,,,574,2,FALSE,5,11,FALSE,15/6/2004,0/1/1900,0,2,
295,40295,93.69999695,1,,563,4,FALSE,2,3,FALSE,15/6/2004,0/1/1900,0,2,
296,40296,93.69999695,1,,564,4,FALSE,3,3,FALSE,15/6/2004,0/1/1900,0,2,
297,40297,93.69999695,1,,552,4,FALSE,2,7,FALSE,15/6/2004,0/1/1900,0,2,
298,40298,93.80000305,1,,562,4,FALSE,4,3,FALSE,15/6/2004,0/1/1900,0,2,
299,40299,90,,,572,2,FALSE,4,11,FALSE,15/6/2004,0/1/1900,0,2,
300,40300,93.69999695,1,,566,4,FALSE,1,3,FALSE,16/6/2004,0/1/1900,0,1,
301,40301,92,,,571,2,FALSE,4,11,FALSE,16/6/2004,0/1/1900,0,1,
302,40302,93.80000305,1,,565,4,FALSE,4,3,FALSE,16/6/2004,0/1/1900,0,1,
303,40303,93.69999695,1,,554,4,FALSE,4,7,FALSE,16/6/2004,0/1/1900,0,1,
304,40304,93.80000305,1,,550,4,FALSE,1,11,FALSE,16/6/2004,0/1/1900,1,2,
305,40305,93.90000153,,,573,2,FALSE,4,11,FALSE,16/6/2004,0/1/1900,1,2,
306,40306,93.69999695,1,,548,4,FALSE,1,11,FALSE,16/6/2004,0/1/1900,1,2,
307,40307,93.69999695,1,,549,4,FALSE,4,11,FALSE,16/6/2004,0/1/1900,1,2,
308,40308,93.80000305,1,,558,4,TRUE,2,7,FALSE,17/6/2004,0/1/1900,1,2,CHI 2->1C7D
309,40309,93.59999847,,,577,2,FALSE,5,11,FALSE,17/6/2004,0/1/1900,1,2,
310,40310,93.5,1,,555,4,FALSE,1,7,FALSE,17/6/2004,0/1/1900,1,2,
311,40311,91.59999847,1,,557,4,FALSE,3,7,FALSE,17/6/2004,0/1/1900,1,2,
312,40312,93.59999847,,,579,2,FALSE,4,11,FALSE,18/6/2004,0/1/1900,1,2,
313,40313,93.80000305,1,,560,4,FALSE,4,7,FALSE,18/6/2004,0/1/1900,1,2,
314,40314,93.69999695,,,578,2,FALSE,5,11,FALSE,18/6/2004,0/1/1900,1,2,
315,40315,93.80000305,1,,559,4,FALSE,1,7,FALSE,18/6/2004,0/1/1900,1,2,
316,40316,93.80000305,,,576,2,FALSE,5,11,FALSE,18/6/2004,0/1/1900,0,2,
317,40317,93.69999695,,,587,2,FALSE,6,11,FALSE,18/6/2004,0/1/1900,0,2,
318,40318,93.90000153,,,583,2,FALSE,4,11,FALSE,18/6/2004,0/1/1900,0,2,
319,40319,93.80000305,1,,561,4,FALSE,1,7,FALSE,18/6/2004,0/1/1900,0,2,
320,40320,93.5,1,,553,4,FALSE,3,11,FALSE,19/6/2004,0/1/1900,0,2,
321,40321,93.80000305,1,,562,4,FALSE,4,7,FALSE,19/6/2004,0/1/1900,0,2,
322,40322,93.69999695,,,584,2,FALSE,5,11,FALSE,19/6/2004,0/1/1900,0,2,
323,40323,93.90000153,1,,552,4,FALSE,2,11,FALSE,19/6/2004,0/1/1900,0,2,
324,40324,93.59999847,1,,568,4,FALSE,2,3,FALSE,19/6/2004,0/1/1900,0,2,
325,40325,93.59999847,1,,565,4,FALSE,3,7,FALSE,19/6/2004,0/1/1900,0,2,
326,40326,93.80000305,,,582,2,FALSE,4,11,FALSE,19/6/2004,0/1/1900,0,2,
327,40327,93.90000153,,,580,2,FALSE,5,11,FALSE,19/6/2004,0/1/1900,0,2,
328,40328,93.80000305,,,575,2,FALSE,4,11,FALSE,20/6/2004,0/1/1900,1,2,
329,40329,93.59999847,1,,564,4,FALSE,2,7,FALSE,20/6/2004,0/1/1900,1,2,
330,40330,93.59999847,1,,563,4,FALSE,1,7,FALSE,20/6/2004,0/1/1900,1,2,
331,40331,93.80000305,1,,570,4,TRUE,4,3,FALSE,20/6/2004,0/1/1900,1,2,CHI 4->3C3D
332,40332,93.90000153,,,581,2,FALSE,4,11,FALSE,20/6/2004,0/1/1900,1,2,
333,40333,93.69999695,1,,554,4,FALSE,3,11,FALSE,20/6/2004,0/1/1900,1,2,
334,40334,93.5,1,,557,4,FALSE,3,11,FALSE,21/6/2004,0/1/1900,3,2,
335,40335,93.69999695,1,,555,4,FALSE,1,11,FALSE,21/6/2004,0/1/1900,3,2,
336,40336,93.80000305,1,,572,4,FALSE,2,3,FALSE,21/6/2004,0/1/1900,3,2,
337,40337,,,,574,4,FALSE,4,3,FALSE,22/6/2004,0/1/1900,1,2,doesn't play on d's tv or laptop
338,40338,93.80000305,1,,560,4,FALSE,3,11,FALSE,22/6/2004,0/1/1900,1,2,
339,40339,93.90000153,,,585,2,FALSE,4,11,FALSE,22/6/2004,0/1/1900,1,2,
340,40340,93.90000153,,,586,2,FALSE,4,11,FALSE,22/6/2004,0/1/1900,1,2,Female not seen (abandanment???)
341,40341,93.69999695,1,,578,4,FALSE,4,3,FALSE,24/6/2004,0/1/1900,1,2,
342,40342,92.69999695,1,,575,4,FALSE,4,4,FALSE,24/6/2004,0/1/1900,1,2,
343,40343,92.30000305,1,,579,4,FALSE,1,3,FALSE,24/6/2004,0/1/1900,1,2,
344,40344,93.80000305,1,,562,4,FALSE,3,12,FALSE,24/6/2004,0/1/1900,1,2,
345,40345,93.80000305,1,,565,4,FALSE,3,11,FALSE,24/6/2004,0/1/1900,1,2,
346,40346,93.69999695,1,,568,4,FALSE,2,7,FALSE,24/6/2004,0/1/1900,1,2,
347,40347,93.69999695,1,,576,4,FALSE,2,4,FALSE,24/6/2004,0/1/1900,1,2,
348,40348,93.5,1,,570,4,FALSE,2,8,FALSE,24/6/2004,0/1/1900,1,2,
349,40349,93.80000305,,,588,2,FALSE,5,12,FALSE,24/6/2004,0/1/1900,0,2,
350,40350,93.80000305,1,,577,4,TRUE,4,3,FALSE,24/6/2004,0/1/1900,0,2,CHI 4->3C3D
351,40351,93.80000305,1,,582,4,FALSE,3,3,FALSE,25/6/2004,0/1/1900,0,1,
352,40352,93.80000305,1,,583,4,FALSE,4,3,FALSE,25/6/2004,0/1/1900,0,1,
353,40353,90.80000305,1,,580,4,FALSE,4,3,FALSE,25/6/2004,0/1/1900,0,1,
354,40354,93.59999847,1,,581,4,FALSE,3,3,FALSE,25/6/2004,0/1/1900,0,1,
355,40355,93.5,1,,575,4,FALSE,4,7,FALSE,27/6/2004,0/1/1900,1,2,
356,40356,93.5,1,,576,4,FALSE,2,7,FALSE,27/6/2004,0/1/1900,1,2,
357,40357,73,,,590,2,FALSE,4,12,FALSE,27/6/2004,0/1/1900,1,2,Short tape
358,40358,93.5,1,,574,4,FALSE,2,7,FALSE,27/6/2004,0/1/1900,1,2,
359,40359,93.80000305,1,,570,4,FALSE,2,11,FALSE,27/6/2004,0/1/1900,1,2,
360,40360,93.69999695,1,,579,4,FALSE,1,7,FALSE,28/6/2004,0/1/1900,1,1,
361,40361,93.69999695,1,,578,4,FALSE,3,7,FALSE,28/6/2004,0/1/1900,1,1,
362,40362,88.09999847,1,,568,4,FALSE,2,11,FALSE,28/6/2004,0/1/1900,3,0,
363,40363,93.19999695,1,,577,4,FALSE,2,7,FALSE,28/6/2004,0/1/1900,3,0,
364,40364,93.59999847,,,591,2,FALSE,5,11,FALSE,28/6/2004,0/1/1900,3,0,
365,40365,93.69999695,1,,585,4,FALSE,3,3,FALSE,28/6/2004,0/1/1900,3,0,
366,40366,93.40000153,,,592,2,FALSE,4,11,FALSE,29/6/2004,0/1/1900,1,2,
367,40367,93.69999695,1,,582,4,FALSE,3,7,FALSE,29/6/2004,0/1/1900,1,2,
368,40368,93.69999695,1,,583,4,FALSE,3,7,FALSE,29/6/2004,0/1/1900,1,2,
369,40369,79,1,,580,4,FALSE,3,7,FALSE,29/6/2004,0/1/1900,1,2,
370,40370,93.69999695,1,,588,4,FALSE,3,3,FALSE,30/6/2004,0/1/1900,3,4,
371,40371,93.59999847,1,,587,4,FALSE,3,3,FALSE,30/6/2004,0/1/1900,3,4,
372,40372,93.69999695,1,,575,4,TRUE,4,11,FALSE,1/7/2004,0/1/1900,1,2,"CHI 4->3C11D, 3C NEXT DAY-made into 3.5"
373,40373,93.59999847,,,587,4,FALSE,3,4,TRUE,1/7/2004,0/1/1900,1,2,
374,40374,93.59999847,,,588,4,FALSE,2,4,TRUE,1/7/2004,0/1/1900,1,2,
375,40375,93.69999695,1,,576,4,FALSE,2,11,FALSE,1/7/2004,0/1/1900,1,2,
376,40376,93.80000305,,,598,2,FALSE,5,11,FALSE,1/7/2004,0/1/1900,1,2,
377,40377,93.69999695,,,593,2,FALSE,5,11,FALSE,1/7/2004,0/1/1900,1,2,
378,40378,93.69999695,,,594,2,FALSE,5,11,FALSE,1/7/2004,0/1/1900,1,2,
379,40379,93.59999847,1,,574,4,FALSE,2,11,FALSE,1/7/2004,0/1/1900,1,2,
380,40380,93.69999695,,,596,2,FALSE,6,12,FALSE,2/7/2004,0/1/1900,1,2,
381,40381,93.59999847,1,,579,4,FALSE,1,11,FALSE,2/7/2004,0/1/1900,1,2,
382,40382,85.09999847,1,,578,4,FALSE,2,11,FALSE,2/7/2004,0/1/1900,1,2,
383,40383,93.59999847,1,,585,4,FALSE,3,7,FALSE,2/7/2004,0/1/1900,1,2,
384,40384,93.80000305,1,,590,4,FALSE,1,1,FALSE,2/7/2004,0/1/1900,1,2,Changed number of offspring 1-->0 Isabel Winney 20160225 ; change back Malika Ihle 20160304
385,40385,93.69999695,,,595,2,FALSE,3,11,FALSE,2/7/2004,0/1/1900,1,2,
386,40386,93.5,,,599,2,FALSE,4,11,FALSE,3/7/2004,0/1/1900,1,2,
387,40387,93.80000305,,,597,2,FALSE,4,11,FALSE,3/7/2004,0/1/1900,1,2,
388,40388,93.69999695,1,,583,4,FALSE,3,11,FALSE,3/7/2004,0/1/1900,1,2,
389,40389,91.19999695,,,600,2,FALSE,4,10,FALSE,3/7/2004,0/1/1900,3,2,
390,40390,93.69999695,1,,582,4,FALSE,2,11,FALSE,3/7/2004,0/1/1900,3,2,
391,40391,93.69999695,1,,580,4,FALSE,2,11,FALSE,3/7/2004,0/1/1900,3,2,
392,40392,93.90000153,,,602,2,FALSE,5,11,FALSE,4/7/2004,0/1/1900,1,1,
393,40393,93.5,,,603,2,FALSE,5,11,FALSE,4/7/2004,0/1/1900,1,1,
394,40394,93.59999847,1,,588,4,FALSE,2,7,FALSE,4/7/2004,0/1/1900,1,1,
395,40395,93.59999847,,,601,2,FALSE,4,11,FALSE,4/7/2004,0/1/1900,1,1,
396,40396,93.69999695,1,,587,4,FALSE,3,7,FALSE,4/7/2004,0/1/1900,1,1,
397,40397,93.80000305,,,610,2,FALSE,5,11,FALSE,5/7/2004,0/1/1900,0,1,
398,40398,85.69999695,,,616,2,FALSE,5,11,FALSE,5/7/2004,0/1/1900,0,1,
399,40399,93.40000153,,,605,2,FALSE,5,11,FALSE,5/7/2004,0/1/1900,0,1,
400,40400,90,,,604,2,FALSE,4,11,FALSE,6/7/2004,0/1/1900,0,0,
401,40401,93.69999695,,,606,2,FALSE,5,11,FALSE,6/7/2004,0/1/1900,0,0,
402,40402,60,1,,591,4,FALSE,4,3,FALSE,6/7/2004,0/1/1900,0,0,
403,40403,93.80000305,1,,585,4,FALSE,3,11,FALSE,6/7/2004,0/1/1900,0,0,
404,40404,93.59999847,,,613,2,FALSE,4,11,FALSE,7/7/2004,0/1/1900,1,2,
405,40405,93.59999847,1,,593,4,FALSE,2,3,FALSE,7/7/2004,0/1/1900,1,2,
406,40406,93.80000305,1,,594,4,FALSE,2,3,FALSE,7/7/2004,0/1/1900,1,2,
407,40407,93.80000305,1,,592,4,FALSE,4,3,FALSE,7/7/2004,0/1/1900,1,2,
408,40408,93.40000153,,,612,2,FALSE,4,11,FALSE,7/7/2004,0/1/1900,1,3,
409,40409,93.19999695,,,608,2,FALSE,4,11,FALSE,7/7/2004,0/1/1900,1,3,
410,40410,93.69999695,,,615,2,FALSE,5,11,FALSE,7/7/2004,0/1/1900,1,3,
411,40411,93.69999695,1,,597,4,FALSE,4,4,FALSE,9/7/2004,0/1/1900,1,1,
412,40412,93.59999847,,,609,2,FALSE,4,12,FALSE,9/7/2004,0/1/1900,1,1,
413,40413,91,1,,587,4,FALSE,3,12,FALSE,9/7/2004,0/1/1900,1,1,
414,40414,93.59999847,1,,595,4,FALSE,2,4,FALSE,9/7/2004,0/1/1900,1,1,
415,40415,93.80000305,1,,588,4,FALSE,2,12,FALSE,9/7/2004,0/1/1900,1,1,
416,40416,93.80000305,,,620,2,FALSE,5,11,FALSE,9/7/2004,0/1/1900,1,1,
417,40417,93.59999847,1,,598,4,FALSE,3,3,FALSE,10/7/2004,0/1/1900,1,1,
418,40418,93.69999695,,,607,2,FALSE,1,11,FALSE,10/7/2004,0/1/1900,1,1,
419,40419,93.69999695,,,599,4,FALSE,3,3,TRUE,10/7/2004,0/1/1900,1,1,
420,40420,93.80000305,1,,599,4,FALSE,3,3,FALSE,10/7/2004,0/1/1900,1,1,
421,40421,93.80000305,,,614,2,FALSE,4,11,FALSE,10/7/2004,0/1/1900,1,2,
422,40422,93.69999695,1,,600,4,FALSE,1,3,FALSE,10/7/2004,0/1/1900,1,2,
423,40423,93.59999847,1,,601,4,FALSE,2,3,FALSE,10/7/2004,0/1/1900,1,2,
424,40424,93.69999695,1,,592,4,FALSE,4,7,FALSE,11/7/2004,0/1/1900,1,2,
425,40425,93.69999695,,,598,4,FALSE,3,4,TRUE,11/7/2004,0/1/1900,3,4,
426,40426,93.69999695,1,,604,4,FALSE,2,3,FALSE,11/7/2004,0/1/1900,1,2,
427,40427,93.80000305,1,,591,4,FALSE,4,7,FALSE,11/7/2004,0/1/1900,0,1,
428,40428,93.69999695,1,,602,4,FALSE,4,3,FALSE,11/7/2004,0/1/1900,0,1,
429,40429,93.59999847,1,,603,4,FALSE,4,3,FALSE,11/7/2004,0/1/1900,0,1,
430,40430,93.80000305,,,592,4,FALSE,4,8,TRUE,12/7/2004,0/1/1900,1,1,
431,40431,93.80000305,1,,606,4,FALSE,1,3,FALSE,12/7/2004,0/1/1900,0,1,
432,40432,93.69999695,1,,605,4,TRUE,3,3,FALSE,12/7/2004,0/1/1900,1,1,CHI 4->2C3D
433,40433,93.69999695,1,,595,4,FALSE,2,7,FALSE,12/7/2004,0/1/1900,0,1,
434,40434,93.69999695,1,,597,4,FALSE,4,7,FALSE,12/7/2004,0/1/1900,1,1,
435,40435,93.69999695,1,,612,4,TRUE,4,3,FALSE,13/7/2004,0/1/1900,1,0,CHI 4->3C3D
436,40436,93.80000305,1,,613,4,FALSE,3,3,FALSE,13/7/2004,0/1/1900,1,0,
437,40437,93.5,1,,610,4,TRUE,4,3,FALSE,13/7/2004,0/1/1900,1,0,CHI 4->3C3D
438,40438,93.69999695,1,,608,4,TRUE,4,3,FALSE,13/7/2004,0/1/1900,1,0,CHI 4->3C3D
439,40439,93.80000305,,,618,2,FALSE,4,11,FALSE,14/7/2004,0/1/1900,3,2,
440,40440,93.69999695,1,,598,4,FALSE,2,7,FALSE,14/7/2004,0/1/1900,3,2,
441,40441,93.69999695,,,625,2,FALSE,4,11,FALSE,14/7/2004,0/1/1900,3,2,
442,40442,93.59999847,1,,599,4,FALSE,2,7,FALSE,14/7/2004,0/1/1900,3,2,
443,40443,93.69999695,1,,609,4,FALSE,2,3,FALSE,14/7/2004,0/1/1900,3,2,
444,40444,88.90000153,1,,614,4,FALSE,1,3,FALSE,14/7/2004,0/1/1900,3,2,ABANDONED?
445,40445,92.5,,,621,2,FALSE,3,11,FALSE,15/7/2004,0/1/1900,2,1,
446,40446,93.59999847,1,,592,4,FALSE,4,11,FALSE,15/7/2004,0/1/1900,2,1,
447,40447,93.69999695,1,,604,4,FALSE,2,7,FALSE,15/7/2004,0/1/1900,2,1,
448,40448,93.90000153,,,619,2,FALSE,2,11,FALSE,15/7/2004,0/1/1900,2,1,
449,40449,93.59999847,1,,602,4,FALSE,2,7,FALSE,15/7/2004,0/1/1900,2,1,
450,40450,93.69999695,1,,591,4,FALSE,4,11,FALSE,15/7/2004,0/1/1900,2,1,
451,40451,93.80000305,1,,606,4,FALSE,1,7,FALSE,16/7/2004,0/1/1900,2,1,
452,40452,93.80000305,1,,597,4,FALSE,4,11,FALSE,16/7/2004,0/1/1900,2,1,
453,40453,93.59999847,1,,605,4,FALSE,1,7,FALSE,16/7/2004,0/1/1900,2,1,
454,40454,93.69999695,1,,595,4,FALSE,2,11,FALSE,16/7/2004,0/1/1900,2,1,
455,40455,,,,610,4,FALSE,1,7,FALSE,17/7/2004,0/1/1900,1,2,doesn't play on d's tv or laptop
456,40456,93.59999847,1,,613,4,FALSE,2,7,FALSE,17/7/2004,0/1/1900,2,7,
457,40457,93.5,,,626,2,FALSE,4,11,FALSE,17/7/2004,0/1/1900,1,2,
458,40458,93.69999695,1,,598,4,FALSE,2,11,FALSE,18/7/2004,0/1/1900,1,1,
459,40459,93.69999695,1,,609,4,FALSE,1,7,FALSE,18/7/2004,0/1/1900,1,1,
460,40460,90,,,627,2,FALSE,2,11,FALSE,18/7/2004,0/1/1900,3,1,
461,40461,93.80000305,,,13,2,FALSE,3,11,FALSE,18/7/2004,0/1/1900,1,1,
462,40462,93.59999847,1,,599,4,FALSE,1,11,FALSE,18/7/2004,0/1/1900,1,1,
463,40463,93.69999695,1,,618,4,FALSE,4,3,FALSE,19/7/2004,0/1/1900,3,1,
464,40464,93.80000305,1,,604,4,FALSE,2,11,FALSE,19/7/2004,0/1/1900,3,1,
465,40465,93.69999695,1,,602,4,FALSE,2,11,FALSE,19/7/2004,0/1/1900,3,1,
466,40466,93.80000305,1,,619,4,FALSE,1,3,FALSE,19/7/2004,0/1/1900,3,1,
467,40467,93.80000305,1,,620,4,FALSE,1,3,FALSE,19/7/2004,0/1/1900,3,1,
468,40468,93.59999847,,,630,2,FALSE,4,11,FALSE,19/7/2004,0/1/1900,3,1,
469,40469,93.80000305,1,,621,4,FALSE,3,3,FALSE,20/7/2004,0/1/1900,0,1,
470,40470,93.59999847,1,,605,4,FALSE,1,11,FALSE,20/7/2004,0/1/1900,0,1,
471,40471,93.59999847,1,,606,4,FALSE,1,11,FALSE,20/7/2004,0/1/1900,0,1,
472,40472,93.59999847,,,613,4,FALSE,2,11,TRUE,21/7/2004,0/1/1900,3,1,
473,40473,93.80000305,1,,625,4,FALSE,3,3,FALSE,21/7/2004,0/1/1900,3,1,
474,40474,93.80000305,,,610,4,FALSE,1,11,TRUE,21/7/2004,0/1/1900,3,1,
475,40475,93.59999847,1,,610,4,FALSE,1,12,FALSE,22/7/2004,0/1/1900,1,1,
476,40476,93.59999847,1,,609,4,FALSE,1,11,FALSE,22/7/2004,0/1/1900,1,1,
477,40477,93.80000305,1,,613,4,FALSE,2,12,FALSE,22/7/2004,0/1/1900,1,1,
478,40478,93.69999695,1,,618,4,FALSE,3,7,FALSE,23/7/2004,0/1/1900,0,0,
479,40479,79.09999847,1,,626,4,TRUE,4,3,FALSE,23/7/2004,0/1/1900,0,0,CHI 4->3C3D
480,40480,93.59999847,1,,627,4,FALSE,2,3,FALSE,23/7/2004,0/1/1900,0,0,
481,40481,93.80000305,1,,621,4,FALSE,2,7,FALSE,24/7/2004,0/1/1900,0,0,
482,40482,93.80000305,,,632,2,FALSE,4,11,FALSE,24/7/2004,0/1/1900,0,0,
483,40483,93.59999847,1,,625,4,FALSE,3,5,FALSE,24/7/2004,0/1/1900,0,0,
484,40484,93.69999695,,,631,2,FALSE,2,11,FALSE,24/7/2004,0/1/1900,0,0,
485,40485,93.80000305,,,11,2,FALSE,4,7,TRUE,25/7/2004,0/1/1900,0,0,
486,40486,93.90000153,,,634,2,FALSE,4,11,FALSE,25/7/2004,0/1/1900,0,0,
487,40487,93.69999695,1,,630,4,FALSE,3,3,FALSE,25/7/2004,0/1/1900,1,2,
488,40488,93.59999847,,,639,2,FALSE,4,11,FALSE,26/7/2004,0/1/1900,1,1,
489,40489,93.69999695,,,637,2,FALSE,4,11,FALSE,26/7/2004,0/1/1900,1,1,
490,40490,93.69999695,,,3,2,FALSE,4,11,FALSE,26/7/2004,0/1/1900,1,1,
491,40491,93.80000305,,,636,2,FALSE,4,11,FALSE,26/7/2004,0/1/1900,1,1,
492,40492,91,1,,618,4,FALSE,2,11,FALSE,27/7/2004,0/1/1900,1,1,
493,40493,91.30000305,,,638,2,FALSE,4,11,FALSE,27/7/2004,0/1/1900,1,1,
494,40494,93.59999847,,,1,2,FALSE,4,11,FALSE,27/7/2004,0/1/1900,1,1,
495,40495,93.80000305,1,,627,4,FALSE,2,7,FALSE,27/7/2004,0/1/1900,1,1,
496,40496,93.59999847,1,,626,4,FALSE,3,7,FALSE,27/7/2004,0/1/1900,1,1,
497,40497,93.69999695,,,5,2,FALSE,4,11,FALSE,28/7/2004,0/1/1900,1,0,
498,40498,93.90000153,,,4,2,FALSE,3,11,FALSE,28/7/2004,0/1/1900,0,0,
499,40499,89,1,,625,4,FALSE,3,11,FALSE,28/7/2004,0/1/1900,0,0,
500,40500,93.80000305,1,,621,4,FALSE,2,11,FALSE,28/7/2004,0/1/1900,1,0,
501,40501,93.80000305,,,640,2,FALSE,3,11,FALSE,28/7/2004,0/1/1900,1,0,
502,40502,93.90000153,,,8,2,FALSE,4,11,FALSE,28/7/2004,0/1/1900,1,0,
503,40503,93.80000305,,,2,2,FALSE,3,11,FALSE,28/7/2004,0/1/1900,1,0,
504,40504,93.80000305,,,7,2,FALSE,4,11,FALSE,28/7/2004,0/1/1900,1,0,
505,40505,93.80000305,1,,632,4,FALSE,4,3,FALSE,29/7/2004,0/1/1900,0,0,
506,40506,93.80000305,,,11,2,FALSE,4,11,FALSE,29/7/2004,0/1/1900,0,0,
507,40507,93.80000305,,,10,2,FALSE,3,11,FALSE,29/7/2004,0/1/1900,0,0,
508,40508,93.80000305,,,9,2,FALSE,3,11,FALSE,29/7/2004,0/1/1900,0,0,
509,40509,93.80000305,1,,630,4,FALSE,3,7,FALSE,29/7/2004,0/1/1900,0,0,
510,40510,93.5,,,12,2,FALSE,3,11,FALSE,29/7/2004,0/1/1900,0,0,
511,40511,93.80000305,1,,631,4,FALSE,1,3,FALSE,29/7/2004,0/1/1900,0,0,
512,40512,93.80000305,1,,634,4,FALSE,3,3,FALSE,30/7/2004,0/1/1900,0,1,
513,40513,93.69999695,,,6,2,FALSE,3,11,FALSE,30/7/2004,0/1/1900,0,1,
514,40514,79.19999695,1,,636,4,FALSE,3,3,FALSE,31/7/2004,0/1/1900,3,1,2 VERSIONS - WATCHED DVD-R ONLY - OTHER IS BAD RECORDING
515,40515,93.80000305,1,,626,4,FALSE,2,11,FALSE,31/7/2004,0/1/1900,3,1,
516,40516,80.69999695,1,,635,4,FALSE,2,3,FALSE,31/7/2004,0/1/1900,3,1,
517,40517,93.80000305,1,,627,4,FALSE,2,11,FALSE,31/7/2004,0/1/1900,3,1,
518,40518,93.80000305,1,,638,4,FALSE,4,3,FALSE,1/8/2004,0/1/1900,0,1,
519,40519,90.19999695,1,,639,4,FALSE,3,3,FALSE,1/8/2004,0/1/1900,0,1,
520,40520,93.59999847,1,,637,4,FALSE,3,3,FALSE,1/8/2004,0/1/1900,0,1,
521,40521,93.69999695,1,,5,4,FALSE,4,3,FALSE,2/8/2004,0/1/1900,1,2,
522,40522,93.69999695,1,,640,4,FALSE,2,3,FALSE,2/8/2004,0/1/1900,1,2,
523,40523,93.69999695,1,,1,4,FALSE,3,3,FALSE,2/8/2004,0/1/1900,1,2,
524,40524,93.80000305,1,,630,4,FALSE,3,11,FALSE,2/8/2004,0/1/1900,1,2,
525,40525,93.59999847,1,,631,4,FALSE,1,7,FALSE,2/8/2004,0/1/1900,1,2,
526,40526,93.69999695,1,,7,4,FALSE,3,3,FALSE,3/8/2004,0/1/1900,2,1,
527,40527,93.69999695,1,,4,4,FALSE,1,3,FALSE,3/8/2004,0/1/1900,2,1,
528,40528,93.80000305,1,,634,4,FALSE,2,7,FALSE,3/8/2004,0/1/1900,2,1,
529,40529,93.80000305,1,,6,4,FALSE,3,3,FALSE,3/8/2004,0/1/1900,1,1,
530,40530,93.69999695,1,,11,4,FALSE,3,3,FALSE,4/8/2004,0/1/1900,1,0,
531,40531,,1,,10,4,FALSE,1,3,FALSE,4/8/2004,0/1/1900,1,0,Abandoned???
532,40532,93.59999847,1,,9,4,FALSE,2,3,FALSE,4/8/2004,0/1/1900,1,0,
