Frame,Clock,x,y,h,w,label,score,Events,Sex,Note
98383,1:05:35,766,3,429,303,Positive,0.99568224,Around,MF,
98384,1:05:35,753,239,402,311,Positive,0.99202865,Around,MF,
98385,1:05:35,831,170,350,347,Negative,0.652535,Around,MF,
98386,1:05:35,889,370,222,186,Positive,0.99878937,Around,MF,
98386,1:05:35,660,301,170,152,Negative,0.63006115,Around,MF,
98387,1:05:35,695,61,639,437,Positive,0.9650751,Around,MF,
98388,1:05:35,667,222,498,488,Positive,0.7502653,Around,MF,
98389,1:05:35,855,202,518,366,Positive,0.7174358,Around,MF,
98716,1:05:48,889,158,90,117,Negative,0.7952164,Around,F,Feed from outside
98778,1:05:51,779,122,254,243,Positive,0.98175263,Around,F,
98779,1:05:51,862,136,139,170,Positive,0.9960389,Around,F,
98783,1:05:51,681,150,337,359,Positive,0.9619368,Around,F,
98784,1:05:51,685,154,329,403,Positive,0.99999964,Around,F,
98785,1:05:51,893,155,261,260,Positive,0.94005597,Around,F,
98785,1:05:51,706,228,233,163,Negative,0.8236312,Around,F,
98786,1:05:51,752,158,554,480,Positive,0.917007,Around,F,
98787,1:05:51,751,239,444,529,Positive,0.84479576,Around,F,
98788,1:05:51,954,409,311,326,Negative,0.9016816,Around,F,
102681,1:08:27,1070,358,301,210,Positive,0.5649209,Around,M,Feed from outside
102682,1:08:27,902,263,451,332,Positive,0.6110367,Around,M,
102683,1:08:27,759,125,564,355,Negative,0.6770558,Around,M,
102684,1:08:27,684,240,363,441,Positive,0.980411,Around,M,
102685,1:08:27,660,204,468,418,Positive,0.9780894,Around,M,
102686,1:08:27,645,171,357,348,Positive,0.9991492,Around,M,
102687,1:08:27,649,41,440,381,Positive,0.9999962,Around,M,
102688,1:08:27,632,105,318,259,Positive,0.999777,Around,M,
102689,1:08:27,629,145,230,332,Positive,0.9996797,Around,M,
102690,1:08:27,733,136,207,142,Negative,0.6055636,Around,M,
103102,1:08:44,918,132,129,90,Positive,0.8383825,Around,M,
103109,1:08:44,881,170,146,149,Negative,0.7560011,Around,M,
103110,1:08:44,646,187,272,419,Positive,0.9986834,Around,M,
103111,1:08:44,651,176,270,477,Positive,0.9646176,Around,M,
103112,1:08:44,706,189,358,507,Positive,0.9294496,Around,M,
103113,1:08:44,774,217,492,495,Negative,0.67169666,Around,M,
103114,1:08:44,881,340,380,399,Negative,0.5262626,Around,M,
106941,1:11:17,964,409,311,282,Positive,0.8569351,Around,F,
106942,1:11:17,740,298,388,412,Positive,0.5188336,Around,F,
106943,1:11:17,763,155,404,488,Positive,0.98252827,Around,F,
106944,1:11:17,867,151,330,381,Positive,0.99997795,Around,F,
106945,1:11:17,870,128,329,160,Positive,0.73739713,Around,F,
106946,1:11:17,768,123,378,196,Positive,0.8985677,Around,F,
106947,1:11:17,761,155,346,161,Positive,0.9999825,Around,F,
107267,1:11:30,757,267,233,132,Positive,0.97657806,Enter,F,
107270,1:11:30,764,227,242,157,Positive,0.81835127,Enter,F,
107271,1:11:30,761,220,238,153,Positive,0.99970007,Enter,F,
107273,1:11:30,767,213,232,201,Positive,0.90984875,Enter,F,
107274,1:11:30,775,209,226,202,Positive,0.83011776,Enter,F,
107277,1:11:31,840,197,223,142,Negative,0.51733595,Enter,F,
107279,1:11:31,906,195,88,114,Negative,0.9394908,Enter,F,
109286,1:12:51,847,187,159,182,Positive,0.9596433,Exit,F,
109287,1:12:51,842,120,346,296,Positive,0.99997246,Exit,F,
109288,1:12:51,664,265,440,399,Negative,0.84384453,Exit,F,
109317,1:12:52,637,537,183,432,Negative,0.698226,Around,M,19 Frame difference
109318,1:12:52,757,463,257,278,Negative,0.90658945,Around,M,Feed from outside
109320,1:12:52,847,423,297,433,Positive,0.7501292,Around,M,
109321,1:12:52,766,313,292,428,Positive,0.8949071,Around,M,
109322,1:12:52,922,264,306,236,Positive,0.94402635,Around,M,
109323,1:12:52,852,296,275,261,Positive,0.89158267,Around,M,
109324,1:12:52,822,238,316,257,Positive,0.9314314,Around,M,
109325,1:12:53,680,131,417,573,Positive,0.99995863,Around,M,
109326,1:12:53,658,94,415,566,Positive,0.9999863,Around,M,
109327,1:12:53,682,131,376,315,Positive,0.99995923,Around,M,
109328,1:12:53,637,99,384,420,Positive,0.9994892,Around,M,
109329,1:12:53,665,133,339,195,Positive,0.9649363,Around,M,
109329,1:12:53,939,185,99,94,Negative,0.90194404,Around,M,
109330,1:12:53,743,110,253,234,Positive,0.564665,Around,M,
109341,1:12:53,919,121,121,83,Positive,0.989035,Around,M,
109342,1:12:53,908,147,104,112,Negative,0.7061363,Around,M,
109454,1:12:58,648,111,492,340,Positive,0.9998023,Around,M,
109455,1:12:58,662,140,509,343,Positive,0.90405655,Around,M,
109456,1:12:58,726,144,408,297,Positive,0.9629438,Around,M,
109457,1:12:58,741,157,377,324,Positive,0.9947771,Around,M,
109458,1:12:58,867,161,311,241,Positive,0.996732,Around,M,
109459,1:12:58,932,170,287,165,Positive,0.99432087,Around,M,
109460,1:12:58,795,347,203,309,Negative,0.53319293,Around,M,
109462,1:12:58,970,179,193,102,Negative,0.80910224,Around,M,
109462,1:12:58,725,140,154,146,Positive,0.7688198,Around,M,
109464,1:12:58,780,39,332,199,Negative,0.72080266,Around,M,
109888,1:13:15,732,281,229,212,Negative,0.5462966,Around,M,
109889,1:13:15,735,181,321,219,Positive,0.8565209,Around,M,
109890,1:13:15,736,325,168,191,Positive,0.6221951,Around,M,
109891,1:13:15,748,322,159,178,Positive,0.78502226,Around,M,
109907,1:13:16,883,79,95,135,Positive,0.97023475,Around,M,
109908,1:13:16,911,83,113,116,Positive,0.911696,Around,M,
109909,1:13:16,774,210,130,74,Negative,0.9999777,Around,M,
109909,1:13:16,907,97,262,149,Positive,0.99921465,Around,M,
109910,1:13:16,682,71,452,424,Positive,0.9999994,Around,M,
109911,1:13:16,761,0,581,410,Positive,0.99596727,Around,M,
109912,1:13:16,790,69,399,445,Positive,0.51319236,Around,M,
109913,1:13:16,1004,193,418,276,Positive,0.99624544,Around,M,
109913,1:13:16,828,141,303,94,Negative,0.8417456,Around,M,
109914,1:13:16,904,215,505,376,Negative,0.88406724,Around,M,
114444,1:16:17,400,507,213,369,Negative,0.5614116,Around,F,Feed from outside
114445,1:16:17,395,353,367,358,Positive,0.8197036,Around,F,
114446,1:16:17,419,333,324,486,Positive,0.83430797,Around,F,
114447,1:16:17,561,234,444,358,Positive,0.8449639,Around,F,
114448,1:16:17,634,248,383,254,Positive,0.92417204,Around,F,
114449,1:16:17,652,195,416,519,Positive,0.73697513,Around,F,
114450,1:16:18,607,119,408,578,Positive,0.999998,Around,F,
114451,1:16:18,745,123,401,247,Positive,0.91570884,Around,F,
114452,1:16:18,793,111,384,369,Positive,0.99984086,Around,F,
114453,1:16:18,798,117,249,238,Positive,0.9894713,Around,F,
114810,1:16:32,758,169,357,285,Positive,0.96319467,Around,F,
114812,1:16:32,739,33,628,445,Positive,0.7531777,Around,F,
114813,1:16:32,742,133,581,506,Positive,0.6800513,Around,F,
114814,1:16:32,774,286,434,506,Positive,0.8600195,Around,F,
117375,1:18:15,511,433,287,260,Negative,0.75873274,Around,F,Feed from outside
117376,1:18:15,618,401,289,291,Negative,0.63697714,Around,F,
117377,1:18:15,667,267,421,377,Negative,0.5286672,Around,F,
117378,1:18:15,635,142,543,479,Positive,0.996974,Around,F,
117380,1:18:15,656,13,453,455,Positive,0.99999547,Around,F,
117381,1:18:15,761,123,334,197,Negative,0.8183816,Around,F,
117382,1:18:15,718,139,361,266,Negative,0.70747423,Around,F,
117760,1:18:30,922,148,145,90,Positive,0.966422,Around,F,
117761,1:18:30,727,155,341,323,Positive,0.9955735,Around,F,
117762,1:18:30,721,164,318,400,Positive,0.9999441,Around,F,
117763,1:18:30,744,167,542,460,Positive,0.63154125,Around,F,
117764,1:18:30,750,189,472,530,Negative,0.6646432,Around,F,
118446,1:18:57,469,543,177,564,Negative,0.517679,NULL,,
118466,1:18:58,1098,447,273,182,Positive,0.90791076,Around,M,Feed from outside
118467,1:18:58,1042,408,312,238,Negative,0.76383877,Around,M,
118468,1:18:58,881,336,364,282,Positive,0.73911774,Around,M,
118470,1:18:58,712,241,353,348,Positive,0.99934024,Around,M,
118471,1:18:58,681,191,332,413,Positive,0.9542088,Around,M,
118472,1:18:58,693,83,372,325,Positive,0.99972075,Around,M,
118473,1:18:58,683,110,340,327,Positive,0.9996581,Around,M,
118474,1:18:58,590,12,450,401,Positive,0.9999645,Around,M,
118475,1:18:59,601,89,371,368,Positive,0.9895175,Around,M,
118476,1:18:59,650,50,454,333,Positive,0.9851879,Around,M,
118477,1:18:59,903,93,106,95,Positive,0.5156498,Around,M,
118478,1:18:59,924,83,337,198,Negative,0.531577,Around,M,
118479,1:18:59,897,93,324,339,Positive,0.9773323,Around,M,
118482,1:18:59,904,105,198,206,Positive,0.8715807,Around,M,
118486,1:18:59,865,361,149,196,Positive,0.91406614,Around,M,
118493,1:18:59,880,330,105,92,Positive,0.5889088,Around,M,
118539,1:19:01,740,253,283,325,Positive,0.8825869,Around,M,
118540,1:19:01,655,211,377,557,Positive,0.75510174,Around,M,
118541,1:19:01,674,169,438,494,Positive,0.99218154,Around,M,
118542,1:19:01,731,205,469,366,Positive,0.92744774,Around,M,
118543,1:19:01,751,182,426,388,Positive,0.9992405,Around,M,
118544,1:19:01,850,172,437,208,Positive,0.8500292,Around,M,
118545,1:19:01,842,225,394,254,Positive,0.99602723,Around,M,
118546,1:19:01,849,292,146,115,Positive,0.6143303,Around,M,
118549,1:19:01,980,160,161,137,Positive,0.99953616,Around,M,
118550,1:19:02,775,143,202,387,Positive,0.96945447,Around,M,
118551,1:19:02,888,151,351,163,Positive,0.9917951,Around,M,
118552,1:19:02,711,130,388,316,Positive,0.9765237,Around,M,
118553,1:19:02,709,155,363,377,Positive,0.8916053,Around,M,
118580,1:19:03,685,118,378,349,Positive,0.7937657,Around,M,
118581,1:19:03,678,0,470,511,Positive,0.99964213,Around,M,
118582,1:19:03,815,92,359,302,Positive,0.99986446,Around,M,
118582,1:19:03,692,112,325,204,Positive,0.81405634,Around,M,
118583,1:19:03,713,87,258,315,Positive,1,Around,M,
118584,1:19:03,688,115,326,332,Positive,0.9999709,Around,M,
118585,1:19:03,760,124,343,322,Positive,0.9824582,Around,M,
118586,1:19:03,695,135,281,298,Positive,0.9389736,Around,M,
118587,1:19:03,670,298,253,263,Positive,0.99865997,Around,M,
118587,1:19:03,690,25,176,192,Negative,0.6529882,Around,M,
118588,1:19:03,640,29,526,522,Positive,1,Around,M,
118589,1:19:03,654,207,411,562,Positive,0.98246336,Around,M,
118590,1:19:03,710,124,566,340,Positive,0.97250485,Around,M,
118591,1:19:03,770,170,531,374,Positive,0.9123022,Around,M,
118592,1:19:03,925,530,190,293,Positive,0.8068599,Around,M,
118680,1:19:07,766,509,211,514,Positive,0.6149316,Around,M,
118681,1:19:07,793,385,321,330,Positive,0.8893435,Around,M,
118682,1:19:07,800,346,357,254,Positive,0.97792405,Around,M,
118683,1:19:07,788,265,362,259,Positive,0.9037152,Around,M,
118684,1:19:07,721,187,406,306,Positive,0.7024679,Around,M,
118685,1:19:07,660,5,478,492,Positive,0.9997818,Around,M,
118686,1:19:07,710,108,350,290,Positive,0.99999297,Around,M,
118687,1:19:07,730,112,311,282,Positive,0.999877,Around,M,
118688,1:19:07,688,293,105,110,Negative,0.6423777,Around,M,
118688,1:19:07,870,13,287,170,Negative,0.60452235,Around,M,
118690,1:19:07,371,0,664,739,Positive,0.9972408,Around,M,
118691,1:19:07,903,106,614,377,Positive,0.99820065,Around,M,
118691,1:19:07,729,147,199,97,Negative,0.9421405,Around,M,
118699,1:19:07,810,339,142,137,Positive,0.9670884,Around,M,
118700,1:19:08,654,201,320,468,Negative,0.5322652,Around,M,
118704,1:19:08,943,303,107,149,Positive,0.69974834,Around,M,
118705,1:19:08,860,363,131,140,Negative,0.9350046,Around,M,
118801,1:19:12,707,164,383,459,Positive,0.9358047,Enter,M,
118802,1:19:12,712,209,319,453,Positive,0.8436473,Enter,M,
118803,1:19:12,729,127,519,359,Positive,0.842417,Enter,M,
118804,1:19:12,757,145,413,314,Positive,0.99505335,Enter,M,
118805,1:19:12,765,383,321,368,Positive,0.70638543,Enter,M,
118805,1:19:12,861,123,156,201,Positive,0.97423583,Enter,M,
118806,1:19:12,959,409,155,192,Negative,0.71497774,Enter,M,
118806,1:19:12,939,167,126,125,Negative,0.9498524,Enter,M,
119055,1:19:22,877,118,113,116,Positive,0.5370735,Exit,M,
119056,1:19:22,897,117,158,137,Positive,0.9968258,Exit,M,
119057,1:19:22,724,56,438,215,Positive,0.99856395,Exit,M,
119057,1:19:22,912,60,429,273,Positive,0.9976528,Exit,M,
119058,1:19:22,930,114,231,317,Positive,0.65592533,Exit,M,
119059,1:19:22,967,535,163,172,Positive,0.5992898,Exit,M,
119059,1:19:22,936,133,295,344,Positive,0.6071249,Exit,M,
121494,1:20:59,1109,0,238,162,Negative,0.91005117,Around,F,Feed from outside
121495,1:20:59,1048,34,377,232,Negative,0.9087785,Around,F,
121496,1:20:59,970,132,428,211,Negative,0.6141434,Around,F,
121497,1:20:59,916,183,410,199,Positive,0.9991709,Around,F,
121498,1:20:59,821,187,402,262,Positive,0.99990034,Around,F,
121499,1:20:59,659,126,440,515,Positive,0.9766832,Around,F,
121500,1:21:00,660,118,403,616,Positive,0.9997385,Around,F,
121501,1:21:00,777,114,389,263,Positive,0.9965281,Around,F,
121502,1:21:00,786,163,333,182,Positive,0.96931744,Around,F,
121743,1:21:09,780,332,160,134,Positive,0.9000329,Around,F,
121747,1:21:09,788,354,93,115,Negative,0.8322569,Around,F,
121748,1:21:09,805,209,278,130,Positive,0.7951863,Around,F,
121765,1:21:10,817,128,211,292,Negative,0.8141437,Around,F,
121766,1:21:10,752,130,373,432,Positive,0.9990132,Around,F,
121767,1:21:10,804,57,456,462,Negative,0.7046537,Around,F,
121768,1:21:10,815,204,266,465,Positive,0.84338284,Around,F,
125532,1:23:41,237,43,643,855,Positive,0.81701255,NULL,,Starling
125938,1:23:57,613,573,147,423,Negative,0.8507063,NULL,,Camera Shake
125938,1:23:57,780,0,236,395,Negative,0.87898,NULL,,
125939,1:23:57,608,320,400,458,Negative,0.8990856,NULL,,
125939,1:23:57,672,5,222,320,Negative,0.8398245,NULL,,
125940,1:23:57,613,562,158,456,Negative,0.9471931,NULL,,
125940,1:23:57,671,20,223,50,Negative,1,NULL,,
125940,1:23:57,873,135,75,137,Positive,0.6948386,NULL,,
125983,1:23:59,871,479,238,177,Negative,0.9999999,NULL,,
125983,1:23:59,587,123,597,338,Negative,0.8879055,NULL,,
125984,1:23:59,590,4,716,470,Negative,0.7312334,NULL,,
125985,1:23:59,695,14,197,534,Negative,0.88657165,NULL,,
125991,1:23:59,651,0,720,604,Negative,0.61167836,NULL,,
125995,1:23:59,725,0,291,540,Negative,0.8975321,NULL,,
128501,1:25:40,967,266,448,313,Positive,0.8221851,Around,M,Feed from outside
128502,1:25:40,786,232,462,363,Positive,0.6754481,Around,M,
128503,1:25:40,656,133,557,530,Positive,0.7302702,Around,M,
128504,1:25:40,674,51,576,600,Positive,0.9607532,Around,M,
128505,1:25:40,674,123,378,345,Positive,0.99005616,Around,M,
128506,1:25:40,634,73,374,402,Positive,0.99999607,Around,M,
128507,1:25:40,632,120,335,261,Positive,0.9641049,Around,M,
128693,1:25:47,729,168,326,243,Positive,0.9891192,Around,M,
128694,1:25:47,656,181,443,544,Positive,0.582092,Around,M,
128694,1:25:47,672,243,275,185,Negative,0.8052263,Around,M,
128695,1:25:47,665,185,448,587,Positive,0.99018294,Around,M,
128696,1:25:47,672,131,444,560,Positive,0.9644232,Around,M,
128697,1:25:47,722,48,504,428,Positive,0.9999982,Around,M,
128699,1:25:47,791,114,333,349,Positive,0.999997,Around,M,
128700,1:25:48,1036,192,169,151,Negative,0.99815196,Around,M,
128700,1:25:48,740,111,142,213,Negative,0.9334866,Around,M,
128727,1:25:49,711,373,127,174,Positive,0.6571116,Around,M,
128728,1:25:49,704,286,207,153,Positive,0.8973872,Around,M,
128895,1:25:55,935,138,105,110,Positive,0.99947816,Around,M,
128902,1:25:56,945,185,116,101,Positive,0.8988961,Around,M,
128903,1:25:56,802,148,252,244,Positive,0.95263,Around,M,
128910,1:25:56,912,205,96,152,Negative,0.90692186,Around,M,
128913,1:25:56,707,354,136,122,Negative,0.9997553,Around,M,
128913,1:25:56,877,215,176,226,Negative,0.66025525,Around,M,
128914,1:25:56,721,233,269,415,Positive,0.99330586,Around,M,
128915,1:25:56,733,246,248,443,Negative,0.632059,Around,M,
128917,1:25:56,793,160,560,487,Positive,0.87820536,Around,M,
128917,1:25:56,1220,352,161,60,Positive,0.54392284,Around,M,
128918,1:25:56,901,323,392,379,Negative,0.91359687,Around,M,
130511,1:27:00,620,469,246,248,Positive,0.99840826,Around,F,
130512,1:27:00,584,331,363,536,Negative,0.52533984,Around,F,
130513,1:27:00,579,175,502,481,Positive,0.9217038,Around,F,
130514,1:27:00,673,195,385,204,Positive,0.9949226,Around,F,
130514,1:27:00,670,31,240,209,Positive,0.8233315,Around,F,
130516,1:27:00,673,0,217,137,Negative,0.6152252,Around,F,
130560,1:27:02,329,0,174,398,Positive,0.70939666,Around,F,
130561,1:27:02,391,575,108,90,Negative,1,Around,F,
130561,1:27:02,422,0,241,361,Positive,0.97126883,Around,F,
130562,1:27:02,537,25,425,297,Positive,0.8483933,Around,F,
130564,1:27:02,644,100,508,371,Positive,0.99987996,Around,F,
130565,1:27:02,668,87,351,477,Positive,0.99972886,Around,F,
130566,1:27:02,780,84,496,325,Positive,0.99996555,Around,F,
130567,1:27:02,774,285,270,166,Positive,0.9118767,Around,F,
130568,1:27:02,695,143,358,451,Positive,0.9999629,Around,F,
130570,1:27:02,946,112,130,138,Positive,0.9790323,Around,F,
130592,1:27:03,655,173,362,431,Positive,0.9209454,Around,F,
130594,1:27:03,666,170,331,362,Positive,0.7942708,Around,F,
130596,1:27:03,706,173,336,382,Positive,0.83466095,Around,F,
130597,1:27:03,724,200,363,410,Positive,0.98047227,Around,F,
130599,1:27:03,1049,242,136,118,Negative,0.99998796,Around,F,
130599,1:27:03,813,133,197,191,Positive,0.7928789,Around,F,
130867,1:27:14,819,273,238,165,Positive,0.66502017,Enter,F,
130868,1:27:14,752,310,197,220,Positive,0.96033514,Enter,F,
130869,1:27:14,753,160,332,226,Positive,0.99065816,Enter,F,
130870,1:27:14,761,291,180,213,Negative,0.8117184,Enter,F,
130871,1:27:14,756,235,249,223,Positive,0.91437143,Enter,F,
130873,1:27:14,782,206,243,194,Positive,0.95573896,Enter,F,
130874,1:27:14,807,192,261,169,Positive,0.548541,Enter,F,
130879,1:27:15,864,208,131,156,Negative,0.763036,Enter,F,
130880,1:27:15,898,197,90,118,Negative,0.8592648,Enter,F,
132610,1:28:24,622,571,149,451,Negative,0.6927647,NULL,,
132717,1:28:28,156,472,248,315,Positive,0.519439,Around,M,Feed from outside
132718,1:28:28,164,428,292,448,Positive,0.5917661,Around,M,
132721,1:28:28,615,270,417,244,Positive,0.99985623,Around,M,
132721,1:28:28,526,345,305,132,Negative,0.82932425,Around,M,
132722,1:28:28,495,200,428,554,Positive,0.9134907,Around,M,
132723,1:28:28,576,93,483,488,Positive,0.9996338,Around,M,
132724,1:28:28,658,91,427,304,Positive,0.99999034,Around,M,
132725,1:28:29,671,391,111,92,Negative,0.9939839,Around,M,
132725,1:28:29,800,108,230,349,Positive,0.9647227,Around,M,
132725,1:28:29,715,129,194,400,Positive,0.90578145,Around,M,
132726,1:28:29,704,105,369,293,Positive,0.9921698,Around,M,
132728,1:28:29,677,72,236,313,Negative,0.7361158,Around,M,
132729,1:28:29,672,121,325,371,Positive,0.89252967,Around,M,
132730,1:28:29,671,118,422,516,Positive,0.9858732,Around,M,
132731,1:28:29,882,167,281,302,Positive,0.9908913,Around,M,
132732,1:28:29,791,0,337,234,Positive,0.7374219,Around,M,
132737,1:28:29,865,323,171,87,Negative,0.9168983,Around,M,
132786,1:28:31,387,141,579,690,Positive,0.9505369,Around,M,
132834,1:28:33,910,79,167,135,Positive,0.9831535,Around,MF,Female Flies out
132835,1:28:33,768,89,431,312,Positive,0.9999962,Around,MF,
132836,1:28:33,751,66,441,409,Positive,0.97570735,Around,MF,
132837,1:28:33,656,2,601,618,Positive,0.9954287,Around,MF,
132838,1:28:33,658,126,497,512,Positive,0.73468775,Around,MF,
132839,1:28:33,640,95,625,640,Positive,0.97803587,Around,MF,
132840,1:28:33,1064,527,193,216,Negative,0.9985103,Around,MF,
132840,1:28:33,629,98,357,339,Positive,0.99717534,Around,MF,
132841,1:28:33,713,212,292,247,Positive,0.9916809,Around,MF,
132842,1:28:33,791,197,200,184,Positive,0.7541888,Around,M,
132843,1:28:33,676,72,496,242,Positive,0.9977718,Around,M,
132844,1:28:33,659,335,273,191,Negative,0.71734375,Around,M,
132844,1:28:33,736,0,227,305,Positive,0.95591706,Around,M,
132845,1:28:33,638,389,251,280,Positive,0.9328473,Around,M,
132845,1:28:33,829,46,252,261,Positive,0.91955495,Around,M,
132846,1:28:33,691,173,502,444,Positive,0.99807054,Around,M,
132847,1:28:33,823,609,92,130,Positive,0.66067773,Around,M,
132847,1:28:33,905,262,240,277,Positive,0.9976941,Around,M,
132848,1:28:33,804,273,444,449,Positive,0.9099429,Around,M,
132849,1:28:33,1094,354,366,186,Positive,0.66765875,Around,M,
132850,1:28:34,1137,346,357,143,Positive,0.84221625,Around,M,
132851,1:28:34,1122,326,352,158,Positive,0.9657696,Around,M,
132852,1:28:34,1151,301,372,129,Negative,0.7086262,Around,M,
132853,1:28:34,1131,212,192,131,Positive,0.63856167,Around,M,
132854,1:28:34,1096,220,374,184,Positive,0.7587069,Around,M,
132855,1:28:34,1044,443,111,145,Negative,0.9932642,Around,M,
132855,1:28:34,1032,179,181,197,Positive,0.923681,Around,M,
132856,1:28:34,980,426,110,120,Negative,0.98272425,Around,M,
132856,1:28:34,1011,176,151,182,Negative,0.93368024,Around,M,
132857,1:28:34,990,182,114,92,Negative,0.94312197,Around,M,
132861,1:28:34,650,264,205,196,Positive,0.5314803,Around,M,
133043,1:28:41,930,131,154,112,Positive,0.99992156,Around,M,
133057,1:28:42,678,186,238,376,Positive,0.9082271,Around,M,
133058,1:28:42,776,196,196,296,Positive,0.96802765,Around,M,
133059,1:28:42,674,288,180,110,Negative,0.9986681,Around,M,
133059,1:28:42,861,205,200,225,Negative,0.815124,Around,M,
133061,1:28:42,704,213,276,470,Positive,0.5284641,Around,M,
133063,1:28:42,758,264,456,522,Positive,0.5709702,Around,M,
133914,1:29:16,113,435,285,689,Negative,0.82303435,NULL,,Starling
136171,1:30:46,0,415,288,442,Negative,0.7102718,Around,F,Feed from outside
136173,1:30:46,530,280,403,293,Positive,0.95138013,Around,F,
136174,1:30:46,576,203,476,406,Positive,0.95186293,Around,F,
136175,1:30:47,630,60,561,436,Positive,0.99909425,Around,F,
136176,1:30:47,650,120,473,296,Positive,0.5424206,Around,F,
136177,1:30:47,679,121,405,350,Positive,0.99948764,Around,F,
136178,1:30:47,736,150,370,438,Positive,0.99800533,Around,F,
136179,1:30:47,749,189,186,113,Negative,0.9992926,Around,F,
136179,1:30:47,902,241,216,216,Positive,0.99904567,Around,F,
136180,1:30:47,957,201,237,133,Positive,0.7055901,Around,F,
136228,1:30:49,729,154,399,346,Positive,0.97361064,Around,F,
136229,1:30:49,745,206,404,377,Positive,0.9837531,Around,F,
136230,1:30:49,694,149,467,439,Positive,0.9822222,Around,F,
136231,1:30:49,681,159,447,437,Positive,0.99875605,Around,F,
136232,1:30:49,774,255,449,284,Positive,0.67954844,Around,F,
136233,1:30:49,780,280,427,283,Positive,0.8662878,Around,F,
136234,1:30:49,752,545,115,222,Positive,0.8829752,Around,F,
136237,1:30:49,697,204,319,485,Positive,0.999913,Around,F,
136240,1:30:49,762,132,171,212,Negative,0.8370355,Around,F,
136318,1:30:52,777,160,358,268,Positive,0.9971437,Around,F,
136319,1:30:52,781,193,317,299,Positive,0.67940557,Around,F,
136320,1:30:52,687,91,625,439,Positive,0.9257722,Around,F,
136321,1:30:52,722,190,406,495,Positive,0.9522033,Around,F,
136322,1:30:52,771,266,442,375,Positive,0.96176493,Around,F,
136322,1:30:52,1002,452,268,278,Negative,0.9119254,Around,F,
136323,1:30:52,1041,605,115,239,Negative,0.76721126,Around,F,
136989,1:31:19,799,182,538,481,Positive,0.5248686,Fly,,Starling
136989,1:31:19,779,270,285,269,Negative,0.54643023,Fly,,
136990,1:31:19,236,124,596,906,Positive,0.92017806,Fly,,
138258,1:32:10,0,584,136,145,Negative,0.7873262,Around,F,Feed from outside
138259,1:32:10,13,573,147,265,Positive,0.7486952,Around,F,
138260,1:32:10,138,545,175,285,Negative,0.8343111,Around,F,
138262,1:32:10,414,303,417,404,Positive,0.9534572,Around,F,
138264,1:32:10,634,254,402,236,Positive,0.6365511,Around,F,
138265,1:32:10,649,185,507,287,Positive,0.5922611,Around,F,
138266,1:32:10,741,145,437,352,Positive,0.99929583,Around,F,
138267,1:32:10,661,138,453,462,Positive,0.999871,Around,F,
138268,1:32:10,750,133,395,324,Positive,0.99531895,Around,F,
138269,1:32:10,938,129,197,89,Negative,0.7630587,Around,F,
138270,1:32:10,843,185,362,304,Positive,0.99702555,Around,F,
138276,1:32:11,946,454,147,128,Positive,0.65004146,Around,F,
138376,1:32:15,791,429,91,159,Positive,0.5331304,Around,F,
138377,1:32:15,768,371,144,181,Positive,0.5920304,Around,F,
138380,1:32:15,680,157,337,421,Positive,0.99379563,Around,F,
138381,1:32:15,693,178,314,399,Positive,0.9730728,Around,F,
138382,1:32:15,811,394,133,178,Positive,0.6591267,Around,F,
138382,1:32:15,683,71,214,297,Positive,0.90580016,Around,F,
138383,1:32:15,770,148,150,200,Positive,0.9999945,Around,F,
138384,1:32:15,959,245,214,110,Negative,0.9999354,Around,F,
138384,1:32:15,746,280,146,98,Positive,0.934726,Around,F,
138403,1:32:16,790,204,271,261,Positive,0.9985158,Around,F,
138405,1:32:16,665,160,465,511,Positive,0.9331648,Around,F,
138406,1:32:16,709,152,398,434,Positive,0.9853893,Around,F,
138407,1:32:16,647,339,212,382,Positive,0.9990061,Around,F,
138410,1:32:16,624,373,266,616,Positive,0.9877066,Around,F,
138410,1:32:16,698,42,145,167,Negative,0.7261683,Around,F,
138411,1:32:16,666,333,132,269,Positive,0.8372847,Around,F,
138412,1:32:16,657,342,145,77,Negative,0.8975901,Around,F,
138413,1:32:16,668,382,338,390,Negative,0.618566,Around,F,
138414,1:32:16,648,237,474,462,Positive,0.8745325,Around,F,
139691,1:33:07,27,442,278,312,Positive,0.99996054,Around,F,Feed from outside
139692,1:33:07,153,477,243,284,Positive,0.99894196,Around,F,
139693,1:33:07,253,489,231,299,Positive,0.86349815,Around,F,
139694,1:33:07,352,514,205,285,Negative,0.8111933,Around,F,
139695,1:33:07,441,474,246,416,Positive,0.87232536,Around,F,
139696,1:33:07,590,270,450,338,Positive,0.998495,Around,F,
139697,1:33:07,665,251,435,312,Positive,0.7332462,Around,F,
139698,1:33:07,661,134,538,324,Positive,0.6939986,Around,F,
139699,1:33:07,679,123,468,350,Positive,0.7964386,Around,F,
139700,1:33:08,756,171,379,285,Negative,0.57964474,Around,F,
139701,1:33:08,807,128,445,386,Negative,0.8686085,Around,F,
139702,1:33:08,675,103,361,496,Positive,0.99886984,Around,F,
139703,1:33:08,732,139,356,202,Positive,0.9559097,Around,F,
139704,1:33:08,711,349,148,180,Negative,0.9480061,Around,F,
139706,1:33:08,735,143,316,345,Positive,0.98537344,Around,F,
139709,1:33:08,958,249,224,192,Negative,0.9856397,Around,F,
