Frame,Clock,x,y,h,w,label,score
19804,0:13:12,486,268,228,111,Positive,0.5976046
21694,0:14:27,445,292,99,118,Negative,0.6468368
21695,0:14:27,402,324,151,211,Negative,0.7313891
21696,0:14:27,337,349,115,208,Positive,0.8611169
21697,0:14:27,349,328,170,202,Positive,0.9999895
21700,0:14:28,439,625,95,203,Positive,0.7662051
22133,0:14:45,12,499,221,318,Positive,0.8694556
22134,0:14:45,113,460,247,235,Negative,0.55299586
22135,0:14:45,311,433,213,203,Positive,0.7045493
22136,0:14:45,240,285,262,300,Negative,0.5291984
22137,0:14:45,377,335,214,201,Positive,0.93166065
22138,0:14:45,454,297,200,173,Negative,0.82106906
22139,0:14:45,330,226,223,263,Positive,0.99954456
22140,0:14:45,423,254,191,179,Positive,0.98016614
22141,0:14:45,444,287,139,117,Negative,0.84527117
22632,0:15:05,423,225,131,169,Positive,0.8932035
22633,0:15:05,425,294,64,147,Negative,0.55066323
22634,0:15:05,388,275,147,157,Positive,0.756949
22637,0:15:05,250,299,119,199,Positive,0.69128656
22639,0:15:05,297,276,131,187,Positive,0.84100384
22641,0:15:05,342,339,112,160,Negative,0.8612495
23457,0:15:38,475,225,273,214,Positive,0.99504036
23459,0:15:38,663,257,139,124,Negative,0.9153939
23461,0:15:38,836,373,152,216,Negative,0.94379324
24387,0:16:15,15,425,215,276,Positive,0.9999676
24389,0:16:15,206,326,225,215,Positive,0.86385417
24390,0:16:15,338,290,259,203,Negative,0.7200918
24391,0:16:15,334,266,221,206,Positive,0.74707776
24392,0:16:15,428,253,220,111,Positive,0.79274625
24393,0:16:15,399,265,141,127,Positive,0.7323254
25104,0:16:44,92,173,307,361,Negative,0.8170319
25105,0:16:44,762,198,233,327,Negative,0.75855803
27959,0:18:38,947,577,143,175,Positive,0.89653593
27961,0:18:38,608,446,256,285,Positive,0.9998342
27962,0:18:38,519,416,269,189,Negative,0.7869833
27963,0:18:38,411,371,258,209,Positive,0.55090773
27964,0:18:38,377,258,317,290,Positive,0.99763787
27965,0:18:38,344,330,202,261,Positive,0.9775774
27967,0:18:38,379,277,196,157,Positive,0.9981706
27968,0:18:38,330,260,176,291,Positive,0.85106134
27970,0:18:38,456,251,89,151,Positive,0.8115896
28241,0:18:49,402,273,101,143,Positive,0.716036
28242,0:18:49,380,269,133,160,Positive,0.9846848
28244,0:18:49,342,454,151,120,Negative,0.77553296
28245,0:18:49,264,497,223,236,Positive,0.9887771
28800,0:19:12,0,456,264,180,Positive,0.5358316
28801,0:19:12,0,325,335,262,Positive,0.9998834
28802,0:19:12,45,343,220,227,Negative,0.94227266
28803,0:19:12,161,317,168,187,Negative,0.5152613
28806,0:19:12,303,218,258,258,Positive,0.8592157
28808,0:19:12,467,273,147,90,Negative,0.8592136
28922,0:19:16,494,261,113,122,Negative,0.9000245
28923,0:19:16,400,299,199,177,Negative,0.7240743
28925,0:19:17,517,434,77,127,Negative,0.74507433
28927,0:19:17,639,589,112,194,Negative,0.83601916
31375,0:20:55,1105,469,185,175,Negative,0.79788446
31376,0:20:55,557,285,424,471,Positive,0.9929107
33681,0:22:27,0,593,110,116,Positive,0.8230184
33682,0:22:27,0,542,178,252,Positive,0.91272974
33683,0:22:27,0,468,239,326,Positive,0.9946405
33684,0:22:27,62,433,230,250,Positive,0.872731
33685,0:22:27,200,389,222,235,Positive,0.9915433
33687,0:22:27,204,302,201,329,Positive,0.99988616
33688,0:22:27,223,306,237,224,Positive,0.9999528
33689,0:22:27,304,295,230,164,Positive,0.9700207
33691,0:22:27,413,250,248,210,Positive,0.7977735
33692,0:22:27,408,240,243,199,Positive,0.99179345
33694,0:22:27,448,147,189,97,Negative,0.8784814
34013,0:22:40,462,143,179,73,Negative,0.90616864
34014,0:22:40,414,241,222,130,Positive,0.92201036
34016,0:22:40,458,338,141,128,Positive,0.99044526
34018,0:22:40,505,554,160,242,Negative,0.88431203
34019,0:22:40,697,554,166,192,Positive,0.9995982
34161,0:22:46,989,449,271,270,Positive,0.6008913
34185,0:22:47,185,0,104,335,Positive,0.90792996
34212,0:22:48,485,219,289,213,Positive,0.96589744
34215,0:22:48,649,416,139,155,Positive,0.65861523
34217,0:22:48,859,493,227,309,Negative,0.5593716
35479,0:23:39,666,394,114,345,Positive,0.98930955
35499,0:23:39,672,250,289,220,Positive,0.6196822
35500,0:23:40,549,258,268,260,Positive,0.97745436
35501,0:23:40,480,251,249,223,Positive,0.99744475
35502,0:23:40,460,256,206,260,Positive,0.9076561
35503,0:23:40,450,327,177,235,Positive,0.9333181
35506,0:23:40,442,290,178,169,Positive,0.8693392
35507,0:23:40,341,238,202,348,Positive,0.99814343
35508,0:23:40,436,242,173,142,Positive,0.91608673
36593,0:24:23,471,245,211,178,Negative,0.64418066
36594,0:24:23,367,285,179,203,Negative,0.78505427
36596,0:24:23,494,359,119,194,Positive,0.9709499
36833,0:24:33,908,529,191,242,Positive,0.66363037
36834,0:24:33,832,424,235,272,Positive,0.6853495
36836,0:24:33,748,403,182,160,Positive,0.64935035
36837,0:24:33,616,369,164,149,Negative,0.7347774
36838,0:24:33,562,339,129,182,Positive,0.93033963
36839,0:24:33,586,309,152,127,Negative,0.8581174
36841,0:24:33,403,266,144,160,Positive,0.633474
36842,0:24:33,444,198,234,245,Negative,0.8936928
36843,0:24:33,450,247,159,125,Positive,0.6739459
36844,0:24:33,435,274,140,127,Positive,0.8476149
37126,0:24:45,1057,180,207,223,Negative,0.7347935
37127,0:24:45,941,228,212,312,Positive,0.7600384
37128,0:24:45,812,193,276,360,Negative,0.6571156
37129,0:24:45,759,166,310,338,Positive,0.9994349
37130,0:24:45,769,246,224,236,Negative,0.7539187
37131,0:24:45,616,249,212,189,Negative,0.82501346
37132,0:24:45,499,248,230,228,Positive,0.8791777
37133,0:24:45,484,245,230,225,Positive,0.99947864
37134,0:24:45,520,245,229,195,Positive,0.83354545
37135,0:24:45,493,262,233,66,Positive,0.6820036
37136,0:24:45,464,263,194,142,Negative,0.7979674
37213,0:24:48,505,150,183,92,Positive,0.9312626
37215,0:24:48,547,338,124,172,Positive,0.7605902
37217,0:24:48,578,549,120,143,Negative,0.9441001
37218,0:24:48,768,492,228,213,Positive,0.89045066
37235,0:24:49,0,551,169,330,Negative,0.52329713
37236,0:24:49,212,623,97,332,Negative,0.89679915
37259,0:24:50,1123,505,214,157,Negative,0.6295276
37260,0:24:50,756,231,489,360,Positive,0.9999764
37261,0:24:50,258,421,234,410,Positive,0.9997098
37262,0:24:50,0,249,471,216,Negative,0.5730444
37578,0:25:03,408,258,149,156,Negative,0.83057266
37579,0:25:03,404,376,164,167,Positive,0.7144725
37580,0:25:03,377,466,242,247,Negative,0.73251915
37581,0:25:03,400,598,120,318,Negative,0.50592357
40132,0:26:45,1063,375,300,217,Negative,0.5635325
40133,0:26:45,876,378,305,324,Positive,0.99028206
40134,0:26:45,785,441,256,329,Positive,0.8055034
40135,0:26:45,665,473,247,304,Positive,0.72302705
40136,0:26:45,559,472,236,224,Positive,0.9895962
40137,0:26:45,475,442,204,353,Positive,0.97653663
40138,0:26:45,450,408,259,347,Positive,0.95113844
40139,0:26:45,483,417,211,235,Positive,0.99994326
40140,0:26:45,432,378,193,251,Positive,0.9745851
40141,0:26:45,392,327,97,302,Positive,0.5149885
40142,0:26:45,452,296,222,174,Positive,0.86977845
40143,0:26:45,359,272,212,274,Positive,0.8153653
40144,0:26:45,352,254,203,340,Positive,0.98787516
40146,0:26:45,400,287,133,132,Positive,0.81854284
40355,0:26:54,580,0,155,333,Positive,0.73645496
40357,0:26:54,503,0,126,238,Negative,0.9493873
40358,0:26:54,448,0,137,263,Positive,0.7721771
40359,0:26:54,372,12,213,188,Negative,0.8973677
40360,0:26:54,366,46,190,217,Negative,0.92288595
40361,0:26:54,381,1,230,246,Positive,0.9779678
40362,0:26:54,456,53,165,127,Positive,0.9543645
40363,0:26:54,417,55,227,259,Positive,0.9188193
40365,0:26:54,455,129,151,187,Positive,0.6295475
40388,0:26:55,167,15,160,166,Positive,0.9554579
40389,0:26:55,112,0,154,232,Positive,0.9999045
40390,0:26:55,137,29,115,205,Positive,0.9379899
40391,0:26:55,215,75,135,162,Positive,0.99394625
40392,0:26:55,261,123,117,161,Negative,0.6145848
40393,0:26:55,323,169,125,201,Positive,0.8362615
40395,0:26:55,395,196,131,134,Negative,0.91161674
40571,0:27:02,368,249,248,298,Negative,0.8919612
40575,0:27:03,644,524,164,282,Negative,0.55582434
42744,0:28:29,1038,326,252,242,Positive,0.98897713
42745,0:28:29,842,295,269,279,Positive,0.90639836
42746,0:28:29,788,257,283,294,Positive,0.9334234
42747,0:28:29,636,306,209,219,Positive,0.95197785
42748,0:28:29,602,287,186,286,Positive,0.6360097
42749,0:28:29,524,276,201,179,Positive,0.8298406
42751,0:28:30,442,244,180,134,Positive,0.97185564
42752,0:28:30,382,200,309,277,Positive,0.97330475
42753,0:28:30,426,237,162,136,Positive,0.8236409
43026,0:28:41,411,150,264,281,Positive,0.8863782
43027,0:28:41,483,278,103,100,Positive,0.76626784
43030,0:28:41,591,538,132,144,Positive,0.7554506
45241,0:30:09,512,553,167,329,Positive,0.9981712
45242,0:30:09,527,497,211,199,Positive,0.96652126
45243,0:30:09,415,445,205,215,Positive,0.97343826
45244,0:30:09,431,391,179,215,Negative,0.72488725
45245,0:30:09,380,345,211,156,Negative,0.8528188
45246,0:30:09,378,308,182,168,Positive,0.8087199
45247,0:30:09,411,278,186,133,Positive,0.8984824
45248,0:30:09,322,237,180,342,Positive,0.98474574
45249,0:30:09,428,245,165,132,Negative,0.7963467
45447,0:30:17,424,324,175,153,Positive,0.6941487
45448,0:30:17,510,330,146,181,Negative,0.93511236
45449,0:30:17,538,513,134,93,Negative,0.870549
45450,0:30:18,531,591,125,269,Negative,0.8056509
46004,0:30:40,348,254,283,350,Positive,0.96555084
46005,0:30:40,453,237,140,128,Negative,0.53002703
46007,0:30:40,454,420,128,161,Positive,0.8497031
46009,0:30:40,422,456,174,259,Negative,0.90165746
48849,0:32:33,923,0,80,323,Negative,0.9363285
48995,0:32:39,780,282,279,194,Positive,0.98833746
48996,0:32:39,639,287,254,173,Positive,0.8421795
48997,0:32:39,556,264,252,301,Positive,0.66441154
48998,0:32:39,480,291,190,204,Positive,0.9056556
48999,0:32:39,449,215,192,148,Positive,0.57282513
49000,0:32:39,440,251,203,183,Positive,0.65016043
49001,0:32:40,421,257,239,203,Positive,0.9982487
49002,0:32:40,378,240,205,266,Negative,0.53449416
50849,0:33:53,0,109,242,154,Negative,0.92192787
52059,0:34:42,129,479,161,158,Negative,0.730958
52060,0:34:42,194,392,203,221,Negative,0.84271777
52061,0:34:42,284,327,223,164,Positive,0.9745926
52062,0:34:42,354,288,207,149,Negative,0.81982213
52063,0:34:42,400,269,198,107,Positive,0.9773771
52064,0:34:42,406,259,129,116,Positive,0.8423016
53029,0:35:21,314,264,246,352,Positive,0.9991516
53031,0:35:21,440,399,120,110,Positive,0.9205661
53032,0:35:21,334,488,141,369,Negative,0.8898515
56890,0:37:55,233,59,297,761,Negative,0.89761084
56932,0:37:57,325,276,412,395,Positive,0.961601
58959,0:39:18,1017,489,231,263,Negative,0.8819453
58960,0:39:18,885,472,248,332,Positive,0.7737987
58961,0:39:18,742,492,217,302,Positive,0.6474219
58962,0:39:18,631,423,220,384,Positive,0.759054
58963,0:39:18,611,406,226,235,Positive,0.7433966
58964,0:39:18,505,372,189,213,Positive,0.58848953
58965,0:39:18,527,354,182,140,Negative,0.7266199
58966,0:39:18,409,281,194,227,Negative,0.86889917
58967,0:39:18,403,264,215,262,Positive,0.9869964
58968,0:39:18,417,254,203,153,Positive,0.91912895
58969,0:39:18,362,244,252,288,Positive,0.999884
59192,0:39:27,478,236,136,105,Negative,0.8581849
59193,0:39:27,441,265,262,120,Positive,0.93665946
59194,0:39:27,404,323,194,293,Positive,0.98331094
59397,0:39:35,493,193,288,159,Negative,0.8191349
59399,0:39:35,437,395,152,180,Positive,0.77694756
59400,0:39:36,532,466,206,204,Negative,0.90222466
59401,0:39:36,620,416,265,267,Negative,0.55608314
59402,0:39:36,766,500,220,236,Positive,0.8862702
59893,0:39:55,233,249,94,127,Positive,0.9999963
63601,0:42:24,789,458,262,226,Positive,0.97565484
63602,0:42:24,651,387,248,274,Positive,0.70149016
63603,0:42:24,552,356,218,175,Negative,0.59379053
63606,0:42:24,394,210,232,294,Positive,0.9987937
63607,0:42:24,398,259,184,167,Positive,0.92260754
63608,0:42:24,417,259,206,205,Positive,0.9425181
63895,0:42:35,341,231,274,291,Positive,0.997209
63896,0:42:35,430,195,214,261,Positive,0.7842119
63897,0:42:35,517,277,134,168,Positive,0.9455848
63900,0:42:36,627,580,133,164,Negative,0.88708466
65715,0:43:48,1062,430,290,218,Negative,0.5075691
65717,0:43:48,709,411,230,214,Positive,0.99987423
65718,0:43:48,614,304,284,262,Positive,0.70629483
65719,0:43:48,547,327,218,241,Positive,0.92803943
65720,0:43:48,475,324,181,210,Positive,0.98586464
65721,0:43:48,470,250,199,244,Positive,0.9713557
65722,0:43:48,443,256,195,172,Positive,0.50743365
65723,0:43:48,392,235,240,250,Positive,0.94159037
65724,0:43:48,403,238,70,243,Positive,0.7161086
69681,0:46:27,402,537,183,199,Negative,0.94662035
70693,0:47:07,840,0,336,328,Negative,0.75478846
70694,0:47:07,649,20,300,355,Positive,0.8338173
70695,0:47:07,500,87,191,324,Positive,0.7795941
70697,0:47:07,377,122,129,132,Positive,0.5646904
70698,0:47:07,271,141,166,205,Positive,0.7452101
70699,0:47:07,110,246,214,259,Positive,0.9961584
70700,0:47:08,88,242,232,287,Positive,0.98567516
70701,0:47:08,97,321,164,318,Positive,0.9964701
70702,0:47:08,102,261,235,361,Positive,0.6430578
70703,0:47:08,201,308,193,212,Positive,0.69013494
70706,0:47:08,220,283,233,348,Positive,0.9532139
70707,0:47:08,261,274,240,287,Positive,0.9598012
70709,0:47:08,387,249,220,152,Positive,0.5703465
70710,0:47:08,449,238,217,190,Negative,0.9418542
70711,0:47:08,339,225,214,294,Positive,0.9745711
70712,0:47:08,385,195,137,141,Positive,0.7164542
70863,0:47:14,459,195,141,69,Negative,0.9208552
70864,0:47:14,353,222,190,335,Positive,0.9120275
70867,0:47:14,516,394,133,128,Positive,0.6937292
71764,0:47:50,342,316,165,362,Positive,0.9911351
71767,0:47:50,505,545,82,137,Positive,0.5028836
71768,0:47:50,525,628,92,152,Negative,0.8896252
74193,0:49:27,810,448,272,273,Positive,0.98596454
74194,0:49:27,678,408,253,322,Positive,0.99555165
74195,0:49:27,604,437,179,262,Positive,0.89925456
74196,0:49:27,529,333,213,336,Positive,0.96921
74197,0:49:27,473,332,200,212,Positive,0.9992673
74198,0:49:27,433,272,210,209,Positive,0.8863286
74199,0:49:27,413,257,209,252,Positive,0.99611866
74200,0:49:28,438,256,201,173,Positive,0.9985857
74201,0:49:28,358,234,246,308,Positive,0.9874505
74256,0:49:30,163,432,288,916,Positive,0.8272533
74309,0:49:32,1013,443,103,267,Positive,0.6750218
75125,0:50:05,749,10,252,304,Negative,0.9014341
75126,0:50:05,627,48,285,336,Positive,0.9738556
75127,0:50:05,550,127,224,379,Positive,0.7270684
75128,0:50:05,517,192,226,315,Negative,0.8133443
75129,0:50:05,483,242,191,222,Positive,0.86009043
75130,0:50:05,420,243,198,282,Positive,0.99838316
75131,0:50:05,408,235,215,205,Positive,0.85826904
75134,0:50:05,415,289,174,189,Positive,0.98629797
75135,0:50:05,348,251,214,243,Positive,0.9999647
75136,0:50:05,322,285,180,325,Positive,0.99981004
75203,0:50:08,346,232,280,341,Positive,0.9998735
75205,0:50:08,383,275,233,236,Negative,0.5326084
75206,0:50:08,516,333,141,126,Negative,0.8250604
75207,0:50:08,515,488,150,145,Negative,0.8153586
75208,0:50:08,568,564,126,311,Negative,0.93486583
75928,0:50:37,187,224,87,160,Negative,0.53984517
75931,0:50:37,407,40,87,166,Positive,0.81680095
76521,0:51:00,577,528,192,173,Negative,0.8627879
76522,0:51:00,490,460,215,176,Positive,0.99382377
76523,0:51:00,437,419,191,254,Positive,0.6875691
76524,0:51:00,416,367,188,185,Positive,0.654904
76525,0:51:01,395,257,247,296,Positive,0.9873208
76526,0:51:01,396,269,203,164,Positive,0.8733075
76527,0:51:01,343,211,249,343,Positive,0.98588526
76734,0:51:09,489,211,238,168,Positive,0.90563506
76735,0:51:09,443,296,131,142,Negative,0.9287768
76736,0:51:09,432,399,151,159,Positive,0.5398466
76738,0:51:09,540,546,159,241,Positive,0.8192184
77426,0:51:37,972,0,370,308,Positive,0.99687296
77427,0:51:37,1070,19,268,210,Positive,0.92733103
78941,0:52:37,979,42,127,301,Positive,0.6225375
78977,0:52:39,0,378,194,528,Negative,0.82915646
78978,0:52:39,231,573,147,602,Negative,0.84854954
79320,0:52:52,869,0,539,411,Positive,0.9925996
81010,0:54:00,310,251,177,403,Negative,0.89354473
81272,0:54:10,0,144,222,133,Negative,0.7918833
81273,0:54:10,85,176,212,240,Positive,0.9959341
81274,0:54:10,121,177,332,337,Positive,0.995471
81275,0:54:11,152,185,261,306,Positive,0.98807096
81276,0:54:11,281,219,230,213,Positive,0.91491055
81277,0:54:11,383,237,232,162,Positive,0.9250222
81278,0:54:11,386,250,171,159,Positive,0.9970969
81385,0:54:15,427,79,242,204,Negative,0.52012473
81387,0:54:15,448,92,210,168,Negative,0.8713199
81388,0:54:15,408,250,82,117,Positive,0.87468016
81389,0:54:15,408,235,202,295,Positive,0.9771593
82044,0:54:41,402,241,276,265,Positive,0.64023155
82045,0:54:41,548,223,173,161,Negative,0.51149684
82047,0:54:41,560,424,123,179,Positive,0.77272695
82048,0:54:41,647,517,128,220,Negative,0.66994584
82049,0:54:41,798,590,130,232,Positive,0.5899021
83382,0:55:35,848,465,255,223,Positive,0.9978206
83383,0:55:35,709,457,246,211,Positive,0.99369496
83384,0:55:35,623,328,289,308,Positive,0.99301344
83385,0:55:35,564,380,193,229,Positive,0.993767
83386,0:55:35,498,293,221,334,Positive,0.99492294
83387,0:55:35,513,312,179,207,Positive,0.999848
83388,0:55:35,423,280,185,210,Positive,0.67105216
83389,0:55:35,447,242,211,237,Positive,0.99710137
83390,0:55:35,427,248,192,205,Positive,0.5348915
83391,0:55:35,393,252,245,135,Negative,0.5089323
83801,0:55:52,409,191,309,244,Positive,0.58720505
83804,0:55:52,517,487,89,121,Positive,0.78257954
83805,0:55:52,520,578,124,187,Negative,0.8696344
84224,0:56:08,0,121,599,400,Negative,0.9138903
84225,0:56:09,0,0,720,610,Negative,0.86622465
84226,0:56:09,0,0,720,928,Positive,0.5674472
84302,0:56:12,0,286,270,135,Positive,0.9258988
84303,0:56:12,11,260,282,210,Positive,0.99683565
84305,0:56:12,282,263,238,161,Positive,0.74150187
84306,0:56:12,361,252,261,150,Negative,0.67451257
84307,0:56:12,314,263,207,205,Positive,0.94521403
84308,0:56:12,407,273,143,140,Positive,0.98655826
84309,0:56:12,428,276,87,117,Positive,0.97077256
84407,0:56:16,417,277,176,106,Positive,0.5143584
84408,0:56:16,391,281,163,124,Negative,0.670307
84409,0:56:16,235,194,357,256,Positive,0.5222973
84410,0:56:16,179,211,138,300,Positive,0.5657079
84411,0:56:16,56,222,123,259,Negative,0.74255276
86512,0:57:40,989,340,380,239,Negative,0.7301873
86513,0:57:40,792,401,246,192,Positive,0.83048904
86514,0:57:40,435,49,440,284,Positive,0.85656846
86515,0:57:40,389,41,268,230,Negative,0.75148314
86516,0:57:40,157,0,202,193,Positive,0.998486
86813,0:57:52,5,0,130,88,Negative,0.5775738
86972,0:57:58,176,0,154,186,Negative,0.6003058
86973,0:57:58,221,84,121,187,Negative,0.76303697
86974,0:57:58,292,111,202,287,Positive,0.54107195
86975,0:57:59,294,69,460,322,Negative,0.72284156
86976,0:57:59,322,74,275,226,Negative,0.53794926
87068,0:58:02,0,241,172,176,Positive,0.6496018
87069,0:58:02,0,216,174,146,Positive,0.987988
87070,0:58:02,0,175,190,128,Positive,0.6123334
87071,0:58:02,21,191,127,147,Positive,0.58451885
87072,0:58:02,22,199,165,234,Positive,0.99981576
87073,0:58:02,92,188,194,238,Positive,0.9985832
87074,0:58:02,53,104,210,264,Positive,0.97172517
87075,0:58:03,123,127,273,134,Positive,0.9998932
87076,0:58:03,95,211,216,178,Positive,0.8460152
87077,0:58:03,178,245,176,161,Positive,0.94138896
87079,0:58:03,252,187,146,154,Negative,0.57762975
87080,0:58:03,128,139,263,198,Positive,0.9679607
87081,0:58:03,177,171,231,141,Positive,0.9243182
87082,0:58:03,210,268,136,143,Positive,0.93434936
87083,0:58:03,279,269,147,157,Negative,0.56713724
87084,0:58:03,294,253,280,251,Negative,0.8411277
87085,0:58:03,293,245,232,230,Positive,0.9981073
87086,0:58:03,403,276,191,111,Positive,0.98804307
87087,0:58:03,394,261,183,128,Positive,0.9966724
87275,0:58:11,350,138,325,306,Positive,0.989769
87276,0:58:11,442,193,201,127,Negative,0.5073395
87277,0:58:11,410,216,199,151,Negative,0.68016195
